Date,TBSP_synth
2023-02-02,1885.6242567317488
2023-02-03,1894.9296037911959
2023-02-06,1885.1246950427435
2023-02-07,1879.3965068949567
2023-02-08,1883.0198940726557
2023-02-09,1887.0358245094376
2023-02-10,1879.3279443577546
2023-02-13,1875.8613778524775
2023-02-14,1878.1517466211567
2023-02-15,1877.6499326528347
2023-02-16,1874.5945345412867
2023-02-17,1865.4758977564913
2023-02-20,1866.31507949606
2023-02-21,1860.5700383278295
2023-02-22,1863.219100382911
2023-02-23,1861.7017062230348
2023-02-24,1871.9237116059476
2023-02-27,1867.0628416968364
2023-02-28,1869.6798266045307
2023-03-01,1870.603014714992
2023-03-02,1866.7130025008394
2023-03-03,1869.3981130587067
2023-03-06,1875.9536951930613
2023-03-07,1879.2563303785803
2023-03-08,1879.849351753916
2023-03-09,1881.6022046688597
2023-03-10,1884.435719993465
2023-03-13,1895.456656686495
2023-03-14,1891.5892379359611
2023-03-15,1891.321561336161
2023-03-16,1894.7699064947672
2023-03-17,1895.5711043348751
2023-03-20,1901.528274036163
2023-03-21,1898.367829030596
2023-03-22,1896.0349782049934
2023-03-23,1900.0852398747681
2023-03-24,1902.8071010875096
2023-03-27,1896.1800414247248
2023-03-28,1896.9716702066241
2023-03-29,1896.400822358473
2023-03-30,1898.1917099514544
2023-03-31,1897.0352022624327
2023-04-03,1897.1072085749518
2023-04-04,1898.1317532332184
2023-04-05,1899.114303237897
2023-04-06,1901.041389340362
2023-04-07,1900.4286548412879
2023-04-10,1900.9085760674345
2023-04-11,1899.0305250954025
2023-04-12,1897.2137673066643
2023-04-13,1895.811032024575
2023-04-14,1898.9319447309576
2023-04-17,1898.6410390204924
2023-04-18,1900.0515757552284
2023-04-19,1899.7211695624994
2023-04-20,1900.6172710977764
2023-04-21,1904.1151283503646
2023-04-24,1906.268272696197
2023-04-25,1910.6724040117342
2023-04-26,1909.4740117327437
2023-04-27,1911.4733038239906
2023-04-28,1913.6924969489473
2023-05-01,1914.164454509313
2023-05-02,1916.7576347701827
2023-05-03,1917.2258818893097
2023-05-04,1919.9823564805984
2023-05-05,1921.5097876817072
2023-05-08,1920.883793382495
2023-05-09,1922.9656476832852
2023-05-10,1922.6254299265424
2023-05-11,1925.6580198291815
2023-05-12,1925.108280780065
2023-05-15,1921.7624057497405
2023-05-16,1919.3365626797474
2023-05-17,1919.0790489394337
2023-05-18,1918.1206825965962
2023-05-19,1918.995443717344
2023-05-22,1918.1501424050264
2023-05-23,1915.3557275257108
2023-05-24,1916.3092248848566
2023-05-25,1914.8677451151088
2023-05-26,1914.7223861024102
2023-05-29,1916.704583165061
2023-05-30,1920.3214219269623
2023-05-31,1920.252572618713
2023-06-01,1922.4278461849522
2023-06-02,1924.9141284420418
2023-06-05,1925.5273375672157
2023-06-06,1928.8120125627725
2023-06-07,1927.856095465688
2023-06-08,1928.3275529784516
2023-06-09,1929.3389716404738
2023-06-12,1929.9339080179423
2023-06-13,1930.068700549288
2023-06-14,1927.3310649947607
2023-06-15,1927.8084652884004
2023-06-16,1926.9285576804773
2023-06-19,1927.8482969330253
2023-06-20,1930.3532087691624
2023-06-21,1931.2882470246545
2023-06-22,1934.3675181327237
2023-06-23,1936.3008865823535
2023-06-26,1940.5892754595247
2023-06-27,1941.6411066233482
2023-06-28,1939.7755387048396
2023-06-29,1939.5854128038404
2023-06-30,1941.4608205035277
2023-07-03,1941.9246303288446
2023-07-04,1943.4604379669386
2023-07-05,1944.7641435503954
2023-07-06,1945.2247983345035
2023-07-07,1937.146582920573
2023-07-10,1937.0342401552616
2023-07-11,1947.8903298487842
2023-07-12,1948.3467659460553
2023-07-13,1960.7637540718763
2023-07-14,1960.5097317949062
2023-07-17,1963.3511847158024
2023-07-18,1966.84101109618
2023-07-19,1962.9985300667486
2023-07-20,1961.7108352576315
2023-07-21,1960.641018208038
2023-07-24,1964.3133082689517
2023-07-25,1962.3794665468315
2023-07-26,1960.8478671006526
2023-07-27,1962.784797455777
2023-07-28,1961.2683512455883
2023-07-31,1964.3232982816187
2023-08-01,1965.1707304432812
2023-08-02,1964.98890634534
2023-08-03,1960.8118390762859
2023-08-04,1959.5576952493593
2023-08-07,1961.7572339340572
2023-08-08,1965.3098266666866
2023-08-09,1966.8053231008123
2023-08-10,1968.378923456356
2023-08-11,1969.043417662279
2023-08-14,1966.7569858041193
2023-08-15,1967.2003599720995
2023-08-16,1967.07835320541
2023-08-17,1963.689453283643
2023-08-18,1964.3079648100734
2023-08-21,1964.1661252924416
2023-08-22,1963.2597585496153
2023-08-23,1965.9155242074246
2023-08-24,1967.1494386886463
2023-08-25,1966.2587734731576
2023-08-28,1964.5960886843516
2023-08-29,1967.5506619287435
2023-08-30,1970.5832611129908
2023-08-31,1971.0228022557446
2023-09-01,1972.048961990382
2023-09-04,1972.4663484731761
2023-09-05,1974.2168718787411
2023-09-06,1974.4198005519372
2023-09-07,1977.1880696925582
2023-09-08,1981.962991339004
2023-09-11,1985.7045473101123
2023-09-12,1984.0880115472785
2023-09-13,1981.744650106033
2023-09-14,1983.9165662660935
2023-09-15,1984.7194598785356
2023-09-18,1984.523066231659
2023-09-19,1984.401189112076
2023-09-20,1981.9380284390202
2023-09-21,1980.3012160587484
2023-09-22,1979.1388938280093
2023-09-25,1978.1208847469404
2023-09-26,1980.0491999799763
2023-09-27,1981.6885044771911
2023-09-28,1977.7558529030534
2023-09-29,1978.95340566786
2023-10-02,1981.1516387426573
2023-10-03,1982.6894034578727
2023-10-04,1979.3954913814134
2023-10-05,1977.8684852291913
2023-10-06,1977.2278481872552
2023-10-09,1975.2317356890208
2023-10-10,1976.8269369466805
2023-10-11,1983.6909738186166
2023-10-12,1982.3168143921546
2023-10-13,1981.105841493771
2023-10-16,1984.1183168089428
2023-10-17,1983.00497140276
2023-10-18,1984.5184446075632
2023-10-19,1980.149045105347
2023-10-20,1977.5155684395122
2023-10-23,1973.0967242325448
2023-10-24,1979.5178943601934
2023-10-25,1982.993243845251
2023-10-26,1983.538064160784
2023-10-27,1987.2393512185222
2023-10-30,1987.9655388737076
2023-10-31,1992.449218468169
2023-11-01,1992.896063170459
2023-11-02,1996.7384553829063
2023-11-03,1999.3211581763862
2023-11-06,1998.3914259260134
2023-11-07,1999.0314440313132
2023-11-08,2000.960533409643
2023-11-09,1995.8067662529393
2023-11-10,1992.5220445352352
2023-11-13,1991.0904432516174
2023-11-14,1991.3359049750907
2023-11-15,1995.161204910246
2023-11-16,1998.6067747334978
2023-11-17,2001.546452138763
2023-11-20,1998.9768856567491
2023-11-21,2000.690195308765
2023-11-22,2000.1333076933636
2023-11-23,1997.9572375165133
2023-11-24,1997.1470697200214
2023-11-27,1996.799686039172
2023-11-28,1999.3795913703254
2023-11-29,2003.1325538407589
2023-11-30,2003.0328476194563
2023-12-01,2003.83171121818
2023-12-04,2005.7812853355786
2023-12-05,2009.0141572900263
2023-12-06,2012.5949502251003
2023-12-07,2014.4916231357481
2023-12-08,2016.7806398748069
2023-12-11,2013.7402434084058
2023-12-12,2017.0648374596226
2023-12-13,2017.9933015172228
2023-12-14,2025.0043917739235
2023-12-15,2028.1735598827008
2023-12-18,2029.6481963658428
2023-12-19,2028.1219517995223
2023-12-20,2032.0040287159445
2023-12-21,2030.911215225562
2023-12-22,2028.2826434914061
2023-12-25,2028.7004147697614
2023-12-26,2029.1182720976824
2023-12-27,2024.2470588400388
2023-12-28,2025.2574629220962
2023-12-29,2026.6061396359387
2024-01-01,2027.0306491031633
2024-01-02,2023.2714161181889
2024-01-03,2023.5296139189884
2024-01-04,2025.6656971943098
2024-01-05,2025.5002944347375
2024-01-08,2029.2439042404662
2024-01-09,2035.5907640999692
2024-01-10,2038.2184261557486
2024-01-11,2034.20405653262
2024-01-12,2035.2918248647238
2024-01-15,2030.08102145958
2024-01-16,2029.3881556591648
2024-01-17,2029.3644825953722
2024-01-18,2030.9360922269666
2024-01-19,2032.0061239509707
2024-01-22,2032.7958836321059
2024-01-23,2030.9312660644864
2024-01-24,2028.639297803767
2024-01-25,2027.357387004016
2024-01-26,2028.189827612718
2024-01-29,2029.3753286976362
2024-01-30,2031.6049652875688
2024-01-31,2033.9240777000573
2024-02-01,2036.327688253821
2024-02-02,2026.0906182582448
2024-02-05,2033.8036243404554
2024-02-06,2033.0440515044668
2024-02-07,2034.0252657956935
2024-02-08,2032.5254980678221
2024-02-09,2033.9316725215567
2024-02-12,2034.2868100416476
2024-02-13,2031.6817509333978
2024-02-14,2032.8725059099334
2024-02-15,2036.8277553757675
2024-02-16,2034.3468535250997
2024-02-19,2034.9331374234512
2024-02-20,2035.5540197092719
2024-02-21,2035.6000635742137
2024-02-22,2036.5119457866874
2024-02-23,2038.4618359050564
2024-02-26,2040.4391408952868
2024-02-27,2040.1444423695268
2024-02-28,2038.6526547283345
2024-02-29,2038.116564043497
2024-03-01,2041.8354507669449
2024-03-04,2043.2881859660074
2024-03-05,2045.0067937792044
2024-03-06,2043.0090625980804
2024-03-07,2042.9101688163503
2024-03-08,2043.98172812852
2024-03-11,2043.7615173671875
2024-03-12,2043.1335255751653
2024-03-13,2041.2785006054737
2024-03-14,2040.688182661446
2024-03-15,2041.019522317408
2024-03-18,2038.2219983525238
2024-03-19,2038.1931092828756
2024-03-20,2040.1866003802252
2024-03-21,2041.3573321465346
2024-03-22,2038.0807782284517
2024-03-25,2037.0938387451972
2024-03-26,2037.4551334425862
2024-03-27,2041.0824811571708
2024-03-28,2043.4565577780165
2024-03-29,2043.6644631608558
2024-04-01,2044.1201482552685
2024-04-02,2041.6597939038832
2024-04-03,2042.9830236801197
2024-04-04,2045.777737174347
2024-04-05,2046.673852876736
2024-04-08,2041.8238044203686
2024-04-09,2043.1072126412769
2024-04-10,2044.5222051552832
2024-04-11,2039.463572625077
2024-04-12,2041.637084783965
2024-04-15,2039.8219526772316
2024-04-16,2035.1512853819795
2024-04-17,2036.1878819597578
2024-04-18,2041.5742912674013
2024-04-19,2042.0465129413487
2024-04-22,2039.7653571082712
2024-04-23,2040.9165714859864
2024-04-24,2042.4619446913398
2024-04-25,2040.6634375790695
2024-04-26,2044.6311605279834
2024-04-29,2045.1037363502464
2024-04-30,2044.930224881864
2024-05-01,2045.4041052060156
2024-05-02,2047.1845863670892
2024-05-03,2047.6564272832866
2024-05-06,2050.2216041879947
2024-05-07,2050.6895446605436
2024-05-08,2051.538394705925
2024-05-09,2051.019542223569
2024-05-10,2052.0763183308522
2024-05-13,2049.911492107998
2024-05-14,2049.3697005792897
2024-05-15,2050.080637529652
2024-05-16,2053.4199626426594
2024-05-17,2052.726627194572
2024-05-20,2053.1560994949155
2024-05-21,2052.8898642141135
2024-05-22,2053.156812847985
2024-05-23,2052.40675170209
2024-05-24,2047.827383617102
2024-05-27,2049.4583507978205
2024-05-28,2049.89777592332
2024-05-29,2053.1846649035206
2024-05-30,2053.664533551471
2024-05-31,2055.6785442391906
2024-06-03,2059.519533404792
2024-06-04,2060.6508245508876
2024-06-05,2062.070487718914
2024-06-06,2063.3820893528905
2024-06-07,2063.0487259690735
2024-06-10,2058.523144080772
2024-06-11,2059.1622095824277
2024-06-12,2060.6311356582783
2024-06-13,2061.746433081349
2024-06-14,2062.221541286318
2024-06-17,2060.2864782231804
2024-06-18,2058.5157804352784
2024-06-19,2060.479921684406
2024-06-20,2059.2743166023474
2024-06-21,2063.0590193585726
2024-06-24,2064.472130423394
2024-06-25,2066.5211313051454
