Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-10-26,100.0,100.0,100.0,100.0
2020-10-27,100.0,100.0,100.0,100.0
2020-10-28,100.0,100.0,100.0,100.0
2020-10-29,100.0,100.0,100.0,100.0
2020-10-30,100.0,100.0,100.0,100.0
2020-11-02,100.0,100.0,100.0,100.0
2020-11-03,100.0,100.0,100.0,100.0
2020-11-04,100.0,100.0,100.0,100.0
2020-11-05,100.0,100.0,100.0,100.0
2020-11-06,100.07,100.07,100.07,100.07
2020-11-09,100.08,100.08,100.08,100.08
2020-11-10,100.05,100.05,100.05,100.05
2020-11-12,100.1,100.1,100.1,100.1
2020-11-13,100.11,100.11,100.11,100.11
2020-11-16,100.1,100.1,100.1,100.1
2020-11-17,100.1,100.1,100.1,100.1
2020-11-18,100.12,100.12,100.12,100.12
2020-11-19,100.04,100.04,100.04,100.04
2020-11-20,100.1,100.1,100.1,100.1
2020-11-23,100.09,100.09,100.09,100.09
2020-11-24,100.06,100.06,100.06,100.06
2020-11-25,100.04,100.04,100.04,100.04
2020-11-26,100.06,100.06,100.06,100.06
2020-11-27,100.03,100.03,100.03,100.03
2020-11-30,100.03,100.03,100.03,100.03
2020-12-01,100.02,100.02,100.02,100.02
2020-12-02,100.04,100.04,100.04,100.04
2020-12-03,100.04,100.04,100.04,100.04
2020-12-04,99.87,99.87,99.87,99.87
2020-12-07,99.94,99.94,99.94,99.94
2020-12-08,99.95,99.95,99.95,99.95
2020-12-09,100.01,100.01,100.01,100.01
2020-12-10,100.02,100.02,100.02,100.02
2020-12-11,100.02,100.02,100.02,100.02
2020-12-14,100.02,100.02,100.02,100.02
2020-12-15,100.08,100.08,100.08,100.08
2020-12-16,100.08,100.08,100.08,100.08
2020-12-17,100.13,100.13,100.13,100.13
2020-12-18,100.11,100.11,100.11,100.11
2020-12-21,100.08,100.08,100.08,100.08
2020-12-22,100.08,100.08,100.08,100.08
2020-12-23,100.13,100.13,100.13,100.13
2020-12-28,100.25,100.25,100.25,100.25
2020-12-29,100.21,100.21,100.21,100.21
2020-12-30,100.23,100.23,100.23,100.23
2021-01-04,100.18,100.18,100.18,100.18
2021-01-05,100.13,100.13,100.13,100.13
2021-01-07,100.13,100.13,100.13,100.13
2021-01-08,100.16,100.16,100.16,100.16
2021-01-11,100.22,100.22,100.22,100.22
2021-01-12,100.27,100.27,100.27,100.27
2021-01-13,100.33,100.33,100.33,100.33
2021-01-14,100.34,100.34,100.34,100.34
2021-01-15,100.34,100.34,100.34,100.34
2021-01-18,100.37,100.37,100.37,100.37
2021-01-19,100.39,100.39,100.39,100.39
2021-01-20,100.38,100.38,100.38,100.38
2021-01-21,100.37,100.37,100.37,100.37
2021-01-22,100.47,100.47,100.47,100.47
2021-01-25,100.5,100.5,100.5,100.5
2021-01-26,100.52,100.52,100.52,100.52
2021-01-27,100.55,100.55,100.55,100.55
2021-01-28,100.49,100.49,100.49,100.49
2021-01-29,100.51,100.51,100.51,100.51
2021-02-01,100.54,100.54,100.54,100.54
2021-02-02,100.55,100.55,100.55,100.55
2021-02-03,100.57,100.57,100.57,100.57
2021-02-04,100.55,100.55,100.55,100.55
2021-02-05,100.54,100.54,100.54,100.54
2021-02-08,100.56,100.56,100.56,100.56
2021-02-09,100.57,100.57,100.57,100.57
2021-02-10,100.59,100.59,100.59,100.59
2021-02-11,100.59,100.59,100.59,100.59
2021-02-12,100.56,100.56,100.56,100.56
2021-02-15,100.54,100.54,100.54,100.54
2021-02-16,100.51,100.51,100.51,100.51
2021-02-17,100.55,100.55,100.55,100.55
2021-02-18,100.51,100.51,100.51,100.51
2021-02-19,100.51,100.51,100.51,100.51
2021-02-22,100.53,100.53,100.53,100.53
2021-02-23,100.52,100.52,100.52,100.52
2021-02-24,100.48,100.48,100.48,100.48
2021-02-25,100.41,100.41,100.41,100.41
2021-02-26,100.38,100.38,100.38,100.38
2021-03-01,100.42,100.42,100.42,100.42
2021-03-02,100.43,100.43,100.43,100.43
2021-03-03,100.4,100.4,100.4,100.4
2021-03-04,100.39,100.39,100.39,100.39
2021-03-05,100.38,100.38,100.38,100.38
2021-03-08,100.38,100.38,100.38,100.38
2021-03-09,100.41,100.41,100.41,100.41
2021-03-10,100.42,100.42,100.42,100.42
2021-03-11,100.42,100.42,100.42,100.42
2021-03-12,100.39,100.39,100.39,100.39
2021-03-15,100.42,100.42,100.42,100.42
2021-03-16,100.44,100.44,100.44,100.44
2021-03-17,100.57,100.57,100.57,100.57
2021-03-18,100.56,100.56,100.56,100.56
2021-03-19,100.6,100.6,100.6,100.6
2021-03-22,100.6,100.6,100.6,100.6
2021-03-23,100.57,100.57,100.57,100.57
2021-03-24,100.58,100.58,100.58,100.58
2021-03-25,100.62,100.62,100.62,100.62
2021-03-26,100.62,100.62,100.62,100.62
2021-03-29,100.62,100.62,100.62,100.62
2021-03-30,100.57,100.57,100.57,100.57
2021-03-31,100.61,100.61,100.61,100.61
2021-04-01,100.66,100.66,100.66,100.66
2021-04-06,100.7,100.7,100.7,100.7
2021-04-07,100.71,100.71,100.71,100.71
2021-04-08,100.71,100.71,100.71,100.71
2021-04-09,100.71,100.71,100.71,100.71
2021-04-12,100.73,100.73,100.73,100.73
2021-04-13,100.77,100.77,100.77,100.77
2021-04-14,100.77,100.77,100.77,100.77
2021-04-15,100.8,100.8,100.8,100.8
2021-04-16,100.79,100.79,100.79,100.79
2021-04-19,100.78,100.78,100.78,100.78
2021-04-20,100.75,100.75,100.75,100.75
2021-04-21,100.76,100.76,100.76,100.76
2021-04-22,100.77,100.77,100.77,100.77
2021-04-23,100.79,100.79,100.79,100.79
2021-04-26,100.81,100.81,100.81,100.81
2021-04-27,100.83,100.83,100.83,100.83
2021-04-28,100.83,100.83,100.83,100.83
2021-04-29,100.74,100.74,100.74,100.74
2021-04-30,100.76,100.76,100.76,100.76
2021-05-04,100.79,100.79,100.79,100.79
2021-05-05,100.8,100.8,100.8,100.8
2021-05-06,100.76,100.76,100.76,100.76
2021-05-07,100.75,100.75,100.75,100.75
2021-05-10,100.52,100.52,100.52,100.52
2021-05-11,100.37,100.37,100.37,100.37
2021-05-12,100.33,100.33,100.33,100.33
2021-05-13,100.15,100.15,100.15,100.15
2021-05-14,100.15,100.15,100.15,100.15
2021-05-17,99.86,99.86,99.86,99.86
2021-05-18,99.92,99.92,99.92,99.92
2021-05-19,100.02,100.02,100.02,100.02
2021-05-20,100.1,100.1,100.1,100.1
2021-05-21,100.15,100.15,100.15,100.15
2021-05-24,100.17,100.17,100.17,100.17
2021-05-25,100.23,100.23,100.23,100.23
2021-05-26,100.23,100.23,100.23,100.23
2021-05-27,100.12,100.12,100.12,100.12
2021-05-28,100.13,100.13,100.13,100.13
2021-05-31,100.14,100.14,100.14,100.14
2021-06-01,100.09,100.09,100.09,100.09
2021-06-02,100.1,100.1,100.1,100.1
2021-06-04,100.1,100.1,100.1,100.1
2021-06-07,100.08,100.08,100.08,100.08
2021-06-08,100.06,100.06,100.06,100.06
2021-06-09,100.04,100.04,100.04,100.04
2021-06-10,100.09,100.09,100.09,100.09
2021-06-11,100.13,100.13,100.13,100.13
2021-06-14,100.11,100.11,100.11,100.11
2021-06-15,100.1,100.1,100.1,100.1
2021-06-16,100.09,100.09,100.09,100.09
2021-06-17,100.02,100.02,100.02,100.02
2021-06-18,100.01,100.01,100.01,100.01
2021-06-21,99.99,99.99,99.99,99.99
2021-06-22,99.97,99.97,99.97,99.97
2021-06-23,99.97,99.97,99.97,99.97
2021-06-24,99.95,99.95,99.95,99.95
2021-06-25,99.92,99.92,99.92,99.92
2021-06-28,99.94,99.94,99.94,99.94
2021-06-29,99.98,99.98,99.98,99.98
2021-06-30,100.07,100.07,100.07,100.07
2021-07-01,99.88,99.88,99.88,99.88
2021-07-02,99.8,99.8,99.8,99.8
2021-07-05,99.75,99.75,99.75,99.75
2021-07-06,99.8,99.8,99.8,99.8
2021-07-07,99.85,99.85,99.85,99.85
2021-07-08,99.84,99.84,99.84,99.84
2021-07-09,99.8,99.8,99.8,99.8
2021-07-12,99.81,99.81,99.81,99.81
2021-07-13,99.84,99.84,99.84,99.84
2021-07-14,99.85,99.85,99.85,99.85
2021-07-15,99.88,99.88,99.88,99.88
2021-07-16,99.88,99.88,99.88,99.88
2021-07-19,100.02,100.02,100.02,100.02
2021-07-20,100.02,100.02,100.02,100.02
2021-07-21,99.98,99.98,99.98,99.98
2021-07-22,99.97,99.97,99.97,99.97
2021-07-23,100.01,100.01,100.01,100.01
2021-07-26,100.01,100.01,100.01,100.01
2021-07-27,100.06,100.06,100.06,100.06
2021-07-28,100.05,100.05,100.05,100.05
2021-07-29,99.98,99.98,99.98,99.98
2021-07-30,99.99,99.99,99.99,99.99
2021-08-02,100.04,100.04,100.04,100.04
2021-08-03,100.05,100.05,100.05,100.05
2021-08-04,99.98,99.98,99.98,99.98
2021-08-05,99.97,99.97,99.97,99.97
2021-08-06,99.91,99.91,99.91,99.91
2021-08-09,99.92,99.92,99.92,99.92
2021-08-10,99.9,99.9,99.9,99.9
2021-08-11,99.91,99.91,99.91,99.91
2021-08-12,99.95,99.95,99.95,99.95
2021-08-13,99.96,99.96,99.96,99.96
2021-08-16,100.04,100.04,100.04,100.04
2021-08-17,100.04,100.04,100.04,100.04
2021-08-18,100.06,100.06,100.06,100.06
2021-08-19,100.06,100.06,100.06,100.06
2021-08-20,100.19,100.19,100.19,100.19
2021-08-23,100.22,100.22,100.22,100.22
2021-08-24,100.16,100.16,100.16,100.16
2021-08-25,100.15,100.15,100.15,100.15
2021-08-26,100.08,100.08,100.08,100.08
2021-08-27,100.11,100.11,100.11,100.11
2021-08-30,100.12,100.12,100.12,100.12
2021-08-31,99.99,99.99,99.99,99.99
2021-09-01,99.93,99.93,99.93,99.93
2021-09-02,99.87,99.87,99.87,99.87
2021-09-03,99.81,99.81,99.81,99.81
2021-09-06,99.84,99.84,99.84,99.84
2021-09-07,99.78,99.78,99.78,99.78
2021-09-08,99.75,99.75,99.75,99.75
2021-09-09,99.84,99.84,99.84,99.84
2021-09-10,99.83,99.83,99.83,99.83
2021-09-13,99.79,99.79,99.79,99.79
2021-09-14,99.79,99.79,99.79,99.79
2021-09-15,99.79,99.79,99.79,99.79
2021-09-16,99.74,99.74,99.74,99.74
2021-09-17,99.72,99.72,99.72,99.72
2021-09-20,99.74,99.74,99.74,99.74
2021-09-21,99.77,99.77,99.77,99.77
2021-09-22,99.77,99.77,99.77,99.77
2021-09-23,99.72,99.72,99.72,99.72
2021-09-24,99.71,99.71,99.71,99.71
2021-09-27,99.69,99.69,99.69,99.69
2021-09-28,99.63,99.63,99.63,99.63
2021-09-29,99.62,99.62,99.62,99.62
2021-09-30,99.56,99.56,99.56,99.56
2021-10-01,99.55,99.55,99.55,99.55
2021-10-04,99.43,99.43,99.43,99.43
2021-10-05,99.37,99.37,99.37,99.37
2021-10-06,99.27,99.27,99.27,99.27
2021-10-07,99.12,99.12,99.12,99.12
2021-10-08,99.05,99.05,99.05,99.05
2021-10-11,98.9,98.9,98.9,98.9
2021-10-12,98.86,98.86,98.86,98.86
2021-10-13,98.87,98.87,98.87,98.87
2021-10-14,98.72,98.72,98.72,98.72
2021-10-15,98.65,98.65,98.65,98.65
2021-10-18,98.48,98.48,98.48,98.48
2021-10-19,98.47,98.47,98.47,98.47
2021-10-20,98.46,98.46,98.46,98.46
2021-10-21,98.35,98.35,98.35,98.35
2021-10-22,98.28,98.28,98.28,98.28
2021-10-25,98.24,98.24,98.24,98.24
2021-10-26,98.25,98.25,98.25,98.25
2021-10-27,98.37,98.37,98.37,98.37
2021-10-28,98.32,98.32,98.32,98.32
2021-10-29,98.2,98.2,98.2,98.2
2021-11-02,98.15,98.15,98.15,98.15
2021-11-03,98.04,98.04,98.04,98.04
2021-11-04,97.53,97.53,97.53,97.53
2021-11-05,97.48,97.48,97.48,97.48
2021-11-08,97.19,97.19,97.19,97.19
2021-11-09,97.23,97.23,97.23,97.23
2021-11-10,97.19,97.19,97.19,97.19
2021-11-12,97.08,97.08,97.08,97.08
2021-11-15,97.03,97.03,97.03,97.03
2021-11-16,97.2,97.2,97.2,97.2
2021-11-17,97.33,97.33,97.33,97.33
2021-11-18,97.13,97.13,97.13,97.13
2021-11-19,97.13,97.13,97.13,97.13
2021-11-22,96.96,96.96,96.96,96.96
2021-11-23,96.83,96.83,96.83,96.83
2021-11-24,96.8,96.8,96.8,96.8
2021-11-25,96.84,96.84,96.84,96.84
2021-11-26,97.16,97.16,97.16,97.16
2021-11-29,97.1,97.1,97.1,97.1
2021-11-30,97.16,97.16,97.16,97.16
2021-12-01,97.0,97.0,97.0,97.0
2021-12-02,96.83,96.83,96.83,96.83
2021-12-03,96.93,96.93,96.93,96.93
2021-12-06,97.04,97.04,97.04,97.04
2021-12-07,97.16,97.16,97.16,97.16
2021-12-08,97.21,97.21,97.21,97.21
2021-12-09,97.24,97.24,97.24,97.24
2021-12-10,97.19,97.19,97.19,97.19
2021-12-13,97.26,97.26,97.26,97.26
2021-12-14,97.21,97.21,97.21,97.21
2021-12-15,97.2,97.2,97.2,97.2
2021-12-16,97.25,97.25,97.25,97.25
2021-12-17,97.2,97.2,97.2,97.2
2021-12-20,96.86,96.86,96.86,96.86
2021-12-21,96.77,96.77,96.77,96.77
2021-12-22,96.71,96.71,96.71,96.71
2021-12-23,96.67,96.67,96.67,96.67
2021-12-27,96.71,96.71,96.71,96.71
2021-12-28,96.74,96.74,96.74,96.74
2021-12-29,96.57,96.57,96.57,96.57
2021-12-30,96.56,96.56,96.56,96.56
2022-01-03,96.48,96.48,96.48,96.48
2022-01-04,96.44,96.44,96.44,96.44
2022-01-05,96.45,96.45,96.45,96.45
2022-01-07,96.39,96.39,96.39,96.39
2022-01-10,96.45,96.45,96.45,96.45
2022-01-11,96.53,96.53,96.53,96.53
2022-01-12,96.67,96.67,96.67,96.67
2022-01-13,96.75,96.75,96.75,96.75
2022-01-14,96.8,96.8,96.8,96.8
2022-01-17,96.84,96.84,96.84,96.84
2022-01-18,96.86,96.86,96.86,96.86
2022-01-19,96.96,96.96,96.96,96.96
