Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2006-06-22,100.0,100.0,100.0,100.0
2006-06-23,100.19,100.19,100.19,100.19
2006-06-26,100.19,100.19,100.19,100.19
2006-06-27,100.18,100.18,100.18,100.18
2006-06-28,100.18,100.18,100.18,100.18
2006-06-29,100.18,100.18,100.18,100.18
2006-06-30,100.18,100.18,100.18,100.18
2006-07-03,100.18,100.18,100.18,100.18
2006-07-04,100.18,100.18,100.18,100.18
2006-07-05,100.18,100.18,100.18,100.18
2006-07-06,99.96,99.96,99.96,99.96
2006-07-07,100.6,100.6,100.6,100.6
2006-07-10,100.66,100.66,100.66,100.66
2006-07-11,100.82,100.82,100.82,100.82
2006-07-12,100.97,100.97,100.97,100.97
2006-07-13,100.46,100.46,100.46,100.46
2006-07-14,99.84,99.84,99.84,99.84
2006-07-17,99.28,99.28,99.28,99.28
2006-07-18,98.98,98.98,98.98,98.98
2006-07-19,99.69,99.69,99.69,99.69
2006-07-20,100.49,100.49,100.49,100.49
2006-07-21,99.67,99.67,99.67,99.67
2006-07-24,99.76,99.76,99.76,99.76
2006-07-25,100.73,100.73,100.73,100.73
2006-07-26,100.3,100.3,100.3,100.3
2006-07-27,101.1,101.1,101.1,101.1
2006-07-28,102.96,102.96,102.96,102.96
2006-07-31,103.52,103.52,103.52,103.52
2006-08-01,103.31,103.31,103.31,103.31
2006-08-02,102.04,102.04,102.04,102.04
2006-08-03,102.27,102.27,102.27,102.27
2006-08-04,102.23,102.23,102.23,102.23
2006-08-07,101.63,101.63,101.63,101.63
2006-08-08,102.57,102.57,102.57,102.57
2006-08-09,102.07,102.07,102.07,102.07
2006-08-10,102.29,102.29,102.29,102.29
2006-08-11,102.78,102.78,102.78,102.78
2006-08-14,103.03,103.03,103.03,103.03
2006-08-16,102.5,102.5,102.5,102.5
2006-08-17,102.36,102.36,102.36,102.36
2006-08-18,101.1,101.1,101.1,101.1
2006-08-21,100.93,100.93,100.93,100.93
2006-08-22,101.72,101.72,101.72,101.72
2006-08-23,102.35,102.35,102.35,102.35
2006-08-24,102.5,102.5,102.5,102.5
2006-08-25,102.26,102.26,102.26,102.26
2006-08-28,101.81,101.81,101.81,101.81
2006-08-29,102.67,102.67,102.67,102.67
2006-08-30,102.49,102.49,102.49,102.49
2006-08-31,102.59,102.59,102.59,102.59
2006-09-01,102.43,102.43,102.43,102.43
2006-09-04,102.98,102.98,102.98,102.98
2006-09-05,103.22,103.22,103.22,103.22
2006-09-06,103.5,103.5,103.5,103.5
2006-09-07,102.5,102.5,102.5,102.5
2006-09-08,102.47,102.47,102.47,102.47
2006-09-11,101.34,101.34,101.34,101.34
2006-09-12,100.7,100.7,100.7,100.7
2006-09-13,101.57,101.57,101.57,101.57
2006-09-14,101.98,101.98,101.98,101.98
2006-09-15,100.96,100.96,100.96,100.96
2006-09-18,100.89,100.89,100.89,100.89
2006-09-19,101.46,101.46,101.46,101.46
2006-09-20,100.18,100.18,100.18,100.18
2006-09-21,99.75,99.75,99.75,99.75
2006-09-22,98.27,98.27,98.27,98.27
2006-09-25,97.15,97.15,97.15,97.15
2006-09-26,96.89,96.89,96.89,96.89
2006-09-27,99.06,99.06,99.06,99.06
2006-09-28,100.3,100.3,100.3,100.3
2006-09-29,100.86,100.86,100.86,100.86
2006-10-02,100.49,100.49,100.49,100.49
2006-10-03,98.91,98.91,98.91,98.91
2006-10-04,98.09,98.09,98.09,98.09
2006-10-05,99.63,99.63,99.63,99.63
2006-10-06,100.5,100.5,100.5,100.5
2006-10-09,100.51,100.51,100.51,100.51
2006-10-10,102.0,102.0,102.0,102.0
2006-10-11,101.93,101.93,101.93,101.93
2006-10-12,102.47,102.47,102.47,102.47
2006-10-13,103.84,103.84,103.84,103.84
2006-10-16,104.37,104.37,104.37,104.37
2006-10-17,105.06,105.06,105.06,105.06
2006-10-18,105.2,105.2,105.2,105.2
2006-10-19,105.22,105.22,105.22,105.22
2006-10-20,104.94,104.94,104.94,104.94
2006-10-23,103.96,103.96,103.96,103.96
2006-10-24,104.26,104.26,104.26,104.26
2006-10-25,105.3,105.3,105.3,105.3
2006-10-26,106.42,106.42,106.42,106.42
2006-10-27,105.37,105.37,105.37,105.37
2006-10-30,104.22,104.22,104.22,104.22
2006-10-31,104.16,104.16,104.16,104.16
2006-11-02,104.09,104.09,104.09,104.09
2006-11-03,103.46,103.46,103.46,103.46
2006-11-06,104.37,104.37,104.37,104.37
2006-11-07,105.45,105.45,105.45,105.45
2006-11-08,105.22,105.22,105.22,105.22
2006-11-09,106.98,106.98,106.98,106.98
2006-11-10,106.51,106.51,106.51,106.51
2006-11-13,106.53,106.53,106.53,106.53
2006-11-14,105.9,105.9,105.9,105.9
2006-11-15,105.86,105.86,105.86,105.86
2006-11-16,106.09,106.09,106.09,106.09
2006-11-17,105.29,105.29,105.29,105.29
2006-11-20,104.94,104.94,104.94,104.94
2006-11-21,106.14,106.14,106.14,106.14
2006-11-22,106.98,106.98,106.98,106.98
2006-11-23,107.0,107.0,107.0,107.0
2006-11-24,106.82,106.82,106.82,106.82
2006-11-27,106.96,106.96,106.96,106.96
2006-11-28,106.46,106.46,106.46,106.46
2006-11-29,107.56,107.56,107.56,107.56
2006-11-30,109.39,109.39,109.39,109.39
2006-12-01,109.06,109.06,109.06,109.06
2006-12-04,109.65,109.65,109.65,109.65
2006-12-05,110.72,110.72,110.72,110.72
2006-12-06,111.55,111.55,111.55,111.55
2006-12-07,111.96,111.96,111.96,111.96
2006-12-08,112.52,112.52,112.52,112.52
2006-12-11,111.96,111.96,111.96,111.96
2006-12-12,111.85,111.85,111.85,111.85
2006-12-13,110.54,110.54,110.54,110.54
2006-12-14,111.99,111.99,111.99,111.99
2006-12-15,113.4,113.4,113.4,113.4
2006-12-18,113.68,113.68,113.68,113.68
2006-12-19,112.61,112.61,112.61,112.61
2006-12-20,112.65,112.65,112.65,112.65
2006-12-21,111.87,111.87,111.87,111.87
2006-12-22,112.9,112.9,112.9,112.9
2006-12-27,113.41,113.41,113.41,113.41
2006-12-28,114.35,114.35,114.35,114.35
2006-12-29,114.58,114.58,114.58,114.58
2007-01-02,116.21,116.21,116.21,116.21
2007-01-03,116.86,116.86,116.86,116.86
2007-01-04,116.42,116.42,116.42,116.42
2007-01-05,115.09,115.09,115.09,115.09
2007-01-08,113.69,113.69,113.69,113.69
2007-01-09,113.48,113.48,113.48,113.48
2007-01-10,111.5,111.5,111.5,111.5
2007-01-11,111.12,111.12,111.12,111.12
2007-01-12,112.49,112.49,112.49,112.49
2007-01-15,113.59,113.59,113.59,113.59
2007-01-16,114.68,114.68,114.68,114.68
2007-01-17,114.33,114.33,114.33,114.33
2007-01-18,114.76,114.76,114.76,114.76
2007-01-19,113.37,113.37,113.37,113.37
2007-01-22,114.77,114.77,114.77,114.77
2007-01-23,115.41,115.41,115.41,115.41
2007-01-24,117.33,117.33,117.33,117.33
2007-01-25,117.46,117.46,117.46,117.46
2007-01-26,117.34,117.34,117.34,117.34
2007-01-29,117.59,117.59,117.59,117.59
2007-01-30,116.48,116.48,116.48,116.48
2007-01-31,116.92,116.92,116.92,116.92
2007-02-01,117.88,117.88,117.88,117.88
2007-02-02,119.44,119.44,119.44,119.44
2007-02-05,119.4,119.4,119.4,119.4
2007-02-06,119.95,119.95,119.95,119.95
2007-02-07,119.29,119.29,119.29,119.29
2007-02-08,118.19,118.19,118.19,118.19
2007-02-09,117.5,117.5,117.5,117.5
2007-02-12,116.99,116.99,116.99,116.99
2007-02-13,115.89,115.89,115.89,115.89
2007-02-14,117.76,117.76,117.76,117.76
2007-02-15,118.12,118.12,118.12,118.12
2007-02-16,118.07,118.07,118.07,118.07
2007-02-19,118.49,118.49,118.49,118.49
2007-02-20,117.88,117.88,117.88,117.88
