Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2012-08-27,100.0,100.0,100.0,100.0
2012-08-28,100.0,100.0,100.0,100.0
2012-08-29,100.0,100.0,100.0,100.0
2012-08-30,100.0,100.0,100.0,100.0
2012-08-31,100.0,100.0,100.0,100.0
2012-09-03,100.0,100.0,100.0,100.0
2012-09-04,100.0,100.0,100.0,100.0
2012-09-05,100.0,100.0,100.0,100.0
2012-09-06,100.0,100.0,100.0,100.0
2012-09-07,100.0,100.0,100.0,100.0
2012-09-10,100.0,100.0,100.0,100.0
2012-09-11,100.0,100.0,100.0,100.0
2012-09-12,100.0,100.0,100.0,100.0
2012-09-13,100.0,100.0,100.0,100.0
2012-09-14,100.0,100.0,100.0,100.0
2012-09-17,100.0,100.0,100.0,100.0
2012-09-18,100.0,100.0,100.0,100.0
2012-09-19,100.0,100.0,100.0,100.0
2012-09-20,100.0,100.0,100.0,100.0
2012-09-21,100.0,100.0,100.0,100.0
2012-09-24,100.0,100.0,100.0,100.0
2012-09-25,100.0,100.0,100.0,100.0
2012-09-26,100.0,100.0,100.0,100.0
2012-09-27,100.0,100.0,100.0,100.0
2012-09-28,100.0,100.0,100.0,100.0
2012-10-01,100.0,100.0,100.0,100.0
2012-10-02,100.0,100.0,100.0,100.0
2012-10-03,100.0,100.0,100.0,100.0
2012-10-04,99.99,99.99,99.99,99.99
2012-10-05,99.99,99.99,99.99,99.99
2012-10-08,99.99,99.99,99.99,99.99
2012-10-09,99.99,99.99,99.99,99.99
2012-10-10,99.99,99.99,99.99,99.99
2012-10-11,99.99,99.99,99.99,99.99
2012-10-12,99.99,99.99,99.99,99.99
2012-10-15,99.99,99.99,99.99,99.99
2012-10-16,99.99,99.99,99.99,99.99
2012-10-17,99.99,99.99,99.99,99.99
2012-10-18,99.99,99.99,99.99,99.99
2012-10-19,99.99,99.99,99.99,99.99
2012-10-22,100.03,100.03,100.03,100.03
2012-10-23,100.03,100.03,100.03,100.03
2012-10-24,99.97,99.97,99.97,99.97
2012-10-25,99.81,99.81,99.81,99.81
2012-10-26,99.67,99.67,99.67,99.67
2012-10-29,99.89,99.89,99.89,99.89
2012-10-30,99.77,99.77,99.77,99.77
2012-10-31,100.04,100.04,100.04,100.04
2012-11-02,99.82,99.82,99.82,99.82
2012-11-05,99.74,99.74,99.74,99.74
2012-11-06,99.72,99.72,99.72,99.72
2012-11-07,99.83,99.83,99.83,99.83
2012-11-08,99.92,99.92,99.92,99.92
2012-11-09,100.09,100.09,100.09,100.09
2012-11-12,100.01,100.01,100.01,100.01
2012-11-13,99.9,99.9,99.9,99.9
2012-11-14,99.76,99.76,99.76,99.76
2012-11-15,99.69,99.69,99.69,99.69
2012-11-16,99.68,99.68,99.68,99.68
2012-11-19,99.66,99.66,99.66,99.66
2012-11-20,99.58,99.58,99.58,99.58
2012-11-21,99.99,99.99,99.99,99.99
2012-11-22,99.7,99.7,99.7,99.7
2012-11-23,99.48,99.48,99.48,99.48
2012-11-26,99.68,99.68,99.68,99.68
2012-11-27,99.61,99.61,99.61,99.61
2012-11-28,99.79,99.79,99.79,99.79
2012-11-29,99.84,99.84,99.84,99.84
2012-11-30,100.22,100.22,100.22,100.22
2012-12-03,100.32,100.32,100.32,100.32
2012-12-04,100.39,100.39,100.39,100.39
2012-12-05,99.89,99.89,99.89,99.89
2012-12-06,99.97,99.97,99.97,99.97
2012-12-07,100.14,100.14,100.14,100.14
2012-12-10,100.12,100.12,100.12,100.12
2012-12-11,99.7,99.7,99.7,99.7
2012-12-12,99.8,99.8,99.8,99.8
2012-12-13,99.74,99.74,99.74,99.74
2012-12-14,99.7,99.7,99.7,99.7
2012-12-17,99.12,99.12,99.12,99.12
2012-12-18,99.12,99.12,99.12,99.12
2012-12-19,99.1,99.1,99.1,99.1
2012-12-20,98.37,98.37,98.37,98.37
2012-12-21,98.47,98.47,98.47,98.47
2012-12-27,98.37,98.37,98.37,98.37
2012-12-28,98.57,98.57,98.57,98.57
2013-01-02,98.64,98.64,98.64,98.64
2013-01-03,99.03,99.03,99.03,99.03
2013-01-04,99.84,99.84,99.84,99.84
2013-01-07,100.11,100.11,100.11,100.11
2013-01-08,100.16,100.16,100.16,100.16
2013-01-09,99.85,99.85,99.85,99.85
2013-01-10,99.78,99.78,99.78,99.78
2013-01-11,99.97,99.97,99.97,99.97
2013-01-14,99.28,99.28,99.28,99.28
2013-01-15,99.02,99.02,99.02,99.02
2013-01-16,98.72,98.72,98.72,98.72
2013-01-17,98.44,98.44,98.44,98.44
2013-01-18,98.89,98.89,98.89,98.89
2013-01-21,99.99,99.99,99.99,99.99
2013-01-22,100.37,100.37,100.37,100.37
2013-01-23,100.0,100.0,100.0,100.0
2013-01-24,101.17,101.17,101.17,101.17
2013-01-25,101.67,101.67,101.67,101.67
2013-01-28,101.74,101.74,101.74,101.74
2013-01-29,101.77,101.77,101.77,101.77
2013-01-30,102.29,102.29,102.29,102.29
2013-01-31,102.34,102.34,102.34,102.34
2013-02-01,102.37,102.37,102.37,102.37
2013-02-04,102.84,102.84,102.84,102.84
2013-02-05,103.59,103.59,103.59,103.59
2013-02-06,102.98,102.98,102.98,102.98
2013-02-07,103.41,103.41,103.41,103.41
2013-02-08,103.26,103.26,103.26,103.26
2013-02-11,103.35,103.35,103.35,103.35
2013-02-12,104.19,104.19,104.19,104.19
2013-02-13,104.45,104.45,104.45,104.45
2013-02-14,105.13,105.13,105.13,105.13
2013-02-15,105.24,105.24,105.24,105.24
2013-02-18,104.89,104.89,104.89,104.89
2013-02-19,104.76,104.76,104.76,104.76
2013-02-20,104.54,104.54,104.54,104.54
2013-02-21,105.86,105.86,105.86,105.86
2013-02-22,106.55,106.55,106.55,106.55
2013-02-25,106.3,106.3,106.3,106.3
2013-02-26,106.28,106.28,106.28,106.28
2013-02-27,105.6,105.6,105.6,105.6
2013-02-28,105.96,105.96,105.96,105.96
2013-03-01,105.92,105.92,105.92,105.92
2013-03-04,106.43,106.43,106.43,106.43
2013-03-05,105.92,105.92,105.92,105.92
2013-03-06,105.84,105.84,105.84,105.84
2013-03-07,106.57,106.57,106.57,106.57
2013-03-08,105.68,105.68,105.68,105.68
2013-03-11,106.2,106.2,106.2,106.2
2013-03-12,106.66,106.66,106.66,106.66
2013-03-13,107.06,107.06,107.06,107.06
2013-03-14,107.03,107.03,107.03,107.03
2013-03-15,107.35,107.35,107.35,107.35
2013-03-18,108.31,108.31,108.31,108.31
2013-03-19,108.3,108.3,108.3,108.3
2013-03-20,108.65,108.65,108.65,108.65
2013-03-21,109.02,109.02,109.02,109.02
2013-03-22,108.85,108.85,108.85,108.85
2013-03-25,108.94,108.94,108.94,108.94
2013-03-26,108.92,108.92,108.92,108.92
2013-03-27,109.99,109.99,109.99,109.99
2013-03-28,110.43,110.43,110.43,110.43
2013-04-02,110.71,110.71,110.71,110.71
2013-04-03,111.68,111.68,111.68,111.68
2013-04-04,111.9,111.9,111.9,111.9
2013-04-05,111.88,111.88,111.88,111.88
2013-04-08,111.0,111.0,111.0,111.0
2013-04-09,110.91,110.91,110.91,110.91
2013-04-10,110.73,110.73,110.73,110.73
2013-04-11,109.64,109.64,109.64,109.64
2013-04-12,109.76,109.76,109.76,109.76
2013-04-15,109.94,109.94,109.94,109.94
2013-04-17,111.39,111.39,111.39,111.39
2013-04-18,112.12,112.12,112.12,112.12
2013-04-19,112.12,112.12,112.12,112.12
2013-04-22,111.45,111.45,111.45,111.45
2013-04-23,111.69,111.69,111.69,111.69
2013-04-24,111.8,111.8,111.8,111.8
2013-04-25,111.81,111.81,111.81,111.81
2013-04-26,112.92,112.92,112.92,112.92
2013-04-29,113.1,113.1,113.1,113.1
2013-04-30,112.77,112.77,112.77,112.77
2013-05-02,111.61,111.61,111.61,111.61
2013-05-06,110.84,110.84,110.84,110.84
2013-05-07,110.87,110.87,110.87,110.87
2013-05-08,109.94,109.94,109.94,109.94
2013-05-09,110.73,110.73,110.73,110.73
2013-05-10,111.47,111.47,111.47,111.47
2013-05-13,112.25,112.25,112.25,112.25
2013-05-14,111.43,111.43,111.43,111.43
2013-05-15,111.61,111.61,111.61,111.61
2013-05-16,112.28,112.28,112.28,112.28
2013-05-17,112.18,112.18,112.18,112.18
2013-05-20,113.22,113.22,113.22,113.22
2013-05-21,113.7,113.7,113.7,113.7
2013-05-22,113.15,113.15,113.15,113.15
2013-05-23,114.02,114.02,114.02,114.02
2013-05-24,114.0,114.0,114.0,114.0
2013-05-27,114.25,114.25,114.25,114.25
2013-05-28,114.64,114.64,114.64,114.64
2013-05-29,115.29,115.29,115.29,115.29
2013-05-31,115.01,115.01,115.01,115.01
2013-06-03,113.0,113.0,113.0,113.0
2013-06-04,114.28,114.28,114.28,114.28
2013-06-05,115.17,115.17,115.17,115.17
2013-06-06,116.25,116.25,116.25,116.25
2013-06-07,115.55,115.55,115.55,115.55
2013-06-10,114.21,114.21,114.21,114.21
2013-06-11,114.75,114.75,114.75,114.75
2013-06-12,115.02,115.02,115.02,115.02
2013-06-13,114.56,114.56,114.56,114.56
