Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2010-04-07,100.0,100.0,100.0,100.0
2010-04-08,100.0,100.0,100.0,100.0
2010-04-09,99.99,99.99,99.99,99.99
2010-04-12,99.98,99.98,99.98,99.98
2010-04-13,99.98,99.98,99.98,99.98
2010-04-14,99.98,99.98,99.98,99.98
2010-04-15,101.6,101.6,101.6,101.6
2010-04-16,101.73,101.73,101.73,101.73
2010-04-19,101.46,101.46,101.46,101.46
2010-04-20,101.57,101.57,101.57,101.57
2010-04-21,101.56,101.56,101.56,101.56
2010-04-22,101.66,101.66,101.66,101.66
2010-04-23,101.85,101.85,101.85,101.85
2010-04-26,101.87,101.87,101.87,101.87
2010-04-27,101.99,101.99,101.99,101.99
2010-04-28,101.75,101.75,101.75,101.75
2010-04-29,101.93,101.93,101.93,101.93
2010-04-30,101.74,101.74,101.74,101.74
2010-05-04,101.49,101.49,101.49,101.49
2010-05-05,101.21,101.21,101.21,101.21
2010-05-06,100.7,100.7,100.7,100.7
2010-05-07,100.44,100.44,100.44,100.44
2010-05-10,101.51,101.51,101.51,101.51
2010-05-11,101.55,101.55,101.55,101.55
2010-05-12,102.47,102.47,102.47,102.47
2010-05-13,102.08,102.08,102.08,102.08
2010-05-14,101.07,101.07,101.07,101.07
2010-05-17,100.44,100.44,100.44,100.44
2010-05-18,100.3,100.3,100.3,100.3
2010-05-19,99.89,99.89,99.89,99.89
2010-05-20,96.67,96.67,96.67,96.67
2010-05-21,98.11,98.11,98.11,98.11
2010-05-24,97.02,97.02,97.02,97.02
2010-05-25,96.44,96.44,96.44,96.44
2010-05-26,96.6,96.6,96.6,96.6
2010-05-27,99.18,99.18,99.18,99.18
2010-05-28,98.88,98.88,98.88,98.88
2010-05-31,98.98,98.98,98.98,98.98
2010-06-01,98.46,98.46,98.46,98.46
2010-06-02,99.15,99.15,99.15,99.15
2010-06-04,97.87,97.87,97.87,97.87
2010-06-07,96.94,96.94,96.94,96.94
2010-06-08,96.83,96.83,96.83,96.83
2010-06-09,96.66,96.66,96.66,96.66
2010-06-10,98.3,98.3,98.3,98.3
2010-06-11,97.93,97.93,97.93,97.93
2010-06-14,98.27,98.27,98.27,98.27
2010-06-15,99.28,99.28,99.28,99.28
2010-06-16,98.84,98.84,98.84,98.84
2010-06-17,98.28,98.28,98.28,98.28
2010-06-18,97.95,97.95,97.95,97.95
2010-06-21,98.74,98.74,98.74,98.74
2010-06-22,98.24,98.24,98.24,98.24
2010-06-23,98.23,98.23,98.23,98.23
2010-06-24,97.46,97.46,97.46,97.46
2010-06-25,97.47,97.47,97.47,97.47
2010-06-28,97.47,97.47,97.47,97.47
2010-06-29,95.82,95.82,95.82,95.82
2010-06-30,95.26,95.26,95.26,95.26
2010-07-01,94.38,94.38,94.38,94.38
2010-07-02,94.8,94.8,94.8,94.8
2010-07-05,94.99,94.99,94.99,94.99
2010-07-06,95.76,95.76,95.76,95.76
2010-07-07,96.58,96.58,96.58,96.58
2010-07-08,96.65,96.65,96.65,96.65
2010-07-09,97.16,97.16,97.16,97.16
2010-07-12,97.31,97.31,97.31,97.31
2010-07-13,98.3,98.3,98.3,98.3
2010-07-14,98.07,98.07,98.07,98.07
2010-07-15,99.49,99.49,99.49,99.49
2010-07-16,98.32,98.32,98.32,98.32
2010-07-19,98.3,98.3,98.3,98.3
2010-07-20,98.53,98.53,98.53,98.53
2010-07-21,99.5,99.5,99.5,99.5
2010-07-22,102.06,102.06,102.06,102.06
2010-07-23,102.58,102.58,102.58,102.58
