Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2018-07-02,105.91,105.91,105.91,105.91
2018-07-03,106.08,106.08,106.08,106.08
2018-07-04,106.08,106.08,106.08,106.08
2018-07-05,105.85,105.85,105.85,105.85
2018-07-06,106.17,106.17,106.17,106.17
2018-07-09,106.25,106.25,106.25,106.25
2018-07-10,106.45,106.45,106.45,106.45
2018-07-11,106.53,106.53,106.53,106.53
2018-07-12,106.32,106.32,106.32,106.32
2018-07-13,106.82,106.82,106.82,106.82
2018-07-16,106.7,106.7,106.7,106.7
2018-07-17,106.6,106.6,106.6,106.6
2018-07-18,106.94,106.94,106.94,106.94
2018-07-19,106.97,106.97,106.97,106.97
2018-07-20,106.86,106.86,106.86,106.86
2018-07-23,106.45,106.45,106.45,106.45
2018-07-24,106.47,106.47,106.47,106.47
2018-07-25,106.66,106.66,106.66,106.66
2018-07-26,106.72,106.72,106.72,106.72
2018-07-27,106.87,106.87,106.87,106.87
2018-07-30,106.48,106.48,106.48,106.48
2018-07-31,106.26,106.26,106.26,106.26
2018-08-01,106.36,106.36,106.36,106.36
2018-08-02,106.29,106.29,106.29,106.29
2018-08-03,106.35,106.35,106.35,106.35
2018-08-06,106.71,106.71,106.71,106.71
2018-08-07,106.9,106.9,106.9,106.9
2018-08-08,106.91,106.91,106.91,106.91
2018-08-09,106.9,106.9,106.9,106.9
2018-08-10,107.16,107.16,107.16,107.16
2018-08-13,106.98,106.98,106.98,106.98
2018-08-14,106.9,106.9,106.9,106.9
2018-08-16,106.77,106.77,106.77,106.77
2018-08-17,106.93,106.93,106.93,106.93
2018-08-20,107.02,107.02,107.02,107.02
2018-08-21,107.03,107.03,107.03,107.03
2018-08-22,106.95,106.95,106.95,106.95
2018-08-23,106.87,106.87,106.87,106.87
2018-08-24,106.8,106.8,106.8,106.8
2018-08-27,106.8,106.8,106.8,106.8
2018-08-28,106.8,106.8,106.8,106.8
2018-08-29,106.79,106.79,106.79,106.79
2018-08-30,106.8,106.8,106.8,106.8
2018-08-31,106.79,106.79,106.79,106.79
2018-09-03,106.79,106.79,106.79,106.79
2018-09-04,106.98,106.98,106.98,106.98
2018-09-05,106.89,106.89,106.89,106.89
2018-09-06,106.66,106.66,106.66,106.66
2018-09-07,106.59,106.59,106.59,106.59
2018-09-10,106.56,106.56,106.56,106.56
2018-09-11,106.54,106.54,106.54,106.54
2018-09-12,106.67,106.67,106.67,106.67
2018-09-13,106.67,106.67,106.67,106.67
2018-09-14,106.68,106.68,106.68,106.68
2018-09-17,106.73,106.73,106.73,106.73
2018-09-18,106.67,106.67,106.67,106.67
2018-09-19,106.66,106.66,106.66,106.66
2018-09-20,106.7,106.7,106.7,106.7
2018-09-21,106.9,106.9,106.9,106.9
2018-09-24,106.85,106.85,106.85,106.85
2018-09-25,106.6,106.6,106.6,106.6
2018-09-26,106.59,106.59,106.59,106.59
2018-09-27,106.54,106.54,106.54,106.54
2018-09-28,106.66,106.66,106.66,106.66
2018-10-01,106.58,106.58,106.58,106.58
2018-10-02,106.76,106.76,106.76,106.76
2018-10-03,106.75,106.75,106.75,106.75
2018-10-04,106.57,106.57,106.57,106.57
2018-10-05,106.12,106.12,106.12,106.12
2018-10-08,106.11,106.11,106.11,106.11
2018-10-09,105.62,105.62,105.62,105.62
2018-10-10,105.62,105.62,105.62,105.62
2018-10-11,104.81,104.81,104.81,104.81
2018-10-12,104.43,104.43,104.43,104.43
2018-10-15,104.59,104.59,104.59,104.59
2018-10-16,104.52,104.52,104.52,104.52
2018-10-17,105.18,105.18,105.18,105.18
2018-10-18,105.15,105.15,105.15,105.15
2018-10-19,104.84,104.84,104.84,104.84
2018-10-22,104.78,104.78,104.78,104.78
2018-10-23,104.68,104.68,104.68,104.68
2018-10-24,104.66,104.66,104.66,104.66
2018-10-25,104.04,104.04,104.04,104.04
2018-10-26,104.28,104.28,104.28,104.28
2018-10-29,104.25,104.25,104.25,104.25
2018-10-30,104.11,104.11,104.11,104.11
2018-10-31,104.46,104.46,104.46,104.46
2018-11-02,104.8,104.8,104.8,104.8
2018-11-05,104.69,104.69,104.69,104.69
2018-11-06,104.73,104.73,104.73,104.73
2018-11-07,104.78,104.78,104.78,104.78
2018-11-08,105.04,105.04,105.04,105.04
2018-11-09,105.13,105.13,105.13,105.13
2018-11-13,104.82,104.82,104.82,104.82
2018-11-14,104.7,104.7,104.7,104.7
2018-11-15,104.55,104.55,104.55,104.55
2018-11-16,104.58,104.58,104.58,104.58
2018-11-19,104.47,104.47,104.47,104.47
2018-11-20,104.17,104.17,104.17,104.17
2018-11-21,103.95,103.95,103.95,103.95
2018-11-22,103.97,103.97,103.97,103.97
2018-11-23,104.09,104.09,104.09,104.09
2018-11-26,104.1,104.1,104.1,104.1
