Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1999-04-14,100.0,100.0,100.0,100.0
1999-04-15,100.03,100.03,100.03,100.03
1999-04-16,100.05,100.05,100.05,100.05
1999-04-19,100.14,100.14,100.14,100.14
1999-04-20,100.17,100.17,100.17,100.17
1999-04-21,100.26,100.26,100.26,100.26
1999-04-22,100.27,100.27,100.27,100.27
1999-04-23,100.33,100.33,100.33,100.33
1999-04-26,100.42,100.42,100.42,100.42
1999-04-27,100.45,100.45,100.45,100.45
1999-04-28,100.5,100.5,100.5,100.5
1999-04-29,100.7,100.7,100.7,100.7
1999-04-30,100.75,100.75,100.75,100.75
1999-05-04,100.86,100.86,100.86,100.86
1999-05-05,100.89,100.89,100.89,100.89
1999-05-06,100.92,100.92,100.92,100.92
1999-05-07,101.02,101.02,101.02,101.02
1999-05-10,101.13,101.13,101.13,101.13
1999-05-11,101.16,101.16,101.16,101.16
1999-05-12,101.19,101.19,101.19,101.19
1999-05-13,101.22,101.22,101.22,101.22
1999-05-14,101.25,101.25,101.25,101.25
1999-05-17,101.35,101.35,101.35,101.35
1999-05-18,101.39,101.39,101.39,101.39
1999-05-19,101.43,101.43,101.43,101.43
1999-05-20,101.46,101.46,101.46,101.46
1999-05-21,101.51,101.51,101.51,101.51
1999-05-24,101.61,101.61,101.61,101.61
1999-05-25,101.63,101.63,101.63,101.63
1999-05-26,101.69,101.69,101.69,101.69
1999-05-27,101.72,101.72,101.72,101.72
1999-05-28,101.75,101.75,101.75,101.75
1999-05-31,101.86,101.86,101.86,101.86
1999-06-01,101.9,101.9,101.9,101.9
1999-06-02,101.94,101.94,101.94,101.94
1999-06-07,102.14,102.14,102.14,102.14
1999-06-08,102.18,102.18,102.18,102.18
1999-06-09,102.21,102.21,102.21,102.21
1999-06-10,102.23,102.23,102.23,102.23
1999-06-11,102.29,102.29,102.29,102.29
1999-06-14,102.39,102.39,102.39,102.39
1999-06-15,102.44,102.44,102.44,102.44
1999-06-16,102.54,102.54,102.54,102.54
1999-06-17,102.57,102.57,102.57,102.57
1999-06-18,102.57,102.57,102.57,102.57
1999-06-21,102.71,102.71,102.71,102.71
1999-06-22,102.75,102.75,102.75,102.75
1999-06-23,102.79,102.79,102.79,102.79
1999-06-24,102.82,102.82,102.82,102.82
1999-06-25,102.86,102.86,102.86,102.86
1999-06-28,102.97,102.97,102.97,102.97
1999-06-29,103.01,103.01,103.01,103.01
1999-06-30,103.04,103.04,103.04,103.04
1999-07-01,103.08,103.08,103.08,103.08
1999-07-02,103.12,103.12,103.12,103.12
1999-07-05,103.25,103.25,103.25,103.25
1999-07-06,103.29,103.29,103.29,103.29
1999-07-07,103.34,103.34,103.34,103.34
1999-07-08,103.37,103.37,103.37,103.37
1999-07-09,103.4,103.4,103.4,103.4
1999-07-12,103.51,103.51,103.51,103.51
1999-07-13,103.56,103.56,103.56,103.56
1999-07-14,103.6,103.6,103.6,103.6
1999-07-15,103.63,103.63,103.63,103.63
1999-07-16,103.67,103.67,103.67,103.67
1999-07-19,103.78,103.78,103.78,103.78
1999-07-20,103.81,103.81,103.81,103.81
1999-07-21,103.85,103.85,103.85,103.85
1999-07-22,103.89,103.89,103.89,103.89
1999-07-23,103.92,103.92,103.92,103.92
1999-07-26,104.02,104.02,104.02,104.02
1999-07-27,104.05,104.05,104.05,104.05
1999-07-28,104.09,104.09,104.09,104.09
1999-07-29,104.13,104.13,104.13,104.13
1999-07-30,104.17,104.17,104.17,104.17
1999-08-02,104.28,104.28,104.28,104.28
1999-08-03,104.32,104.32,104.32,104.32
1999-08-04,104.35,104.35,104.35,104.35
1999-08-05,104.38,104.38,104.38,104.38
1999-08-06,104.44,104.44,104.44,104.44
1999-08-09,104.55,104.55,104.55,104.55
1999-08-10,104.58,104.58,104.58,104.58
1999-08-11,104.62,104.62,104.62,104.62
1999-08-12,104.65,104.65,104.65,104.65
1999-08-13,104.69,104.69,104.69,104.69
1999-08-16,104.8,104.8,104.8,104.8
1999-08-17,104.82,104.82,104.82,104.82
1999-08-18,104.87,104.87,104.87,104.87
1999-08-19,104.9,104.9,104.9,104.9
1999-08-20,104.93,104.93,104.93,104.93
1999-08-23,105.03,105.03,105.03,105.03
1999-08-24,105.07,105.07,105.07,105.07
1999-08-25,105.1,105.1,105.1,105.1
1999-08-26,105.14,105.14,105.14,105.14
1999-08-27,105.2,105.2,105.2,105.2
1999-08-30,105.3,105.3,105.3,105.3
1999-08-31,105.34,105.34,105.34,105.34
1999-09-01,105.38,105.38,105.38,105.38
1999-09-02,105.42,105.42,105.42,105.42
1999-09-03,105.46,105.46,105.46,105.46
1999-09-06,105.6,105.6,105.6,105.6
1999-09-07,105.64,105.64,105.64,105.64
1999-09-08,105.67,105.67,105.67,105.67
1999-09-09,105.68,105.68,105.68,105.68
1999-09-10,105.72,105.72,105.72,105.72
1999-09-13,105.82,105.82,105.82,105.82
1999-09-14,105.86,105.86,105.86,105.86
1999-09-15,105.9,105.9,105.9,105.9
1999-09-16,105.93,105.93,105.93,105.93
1999-09-17,105.97,105.97,105.97,105.97
1999-09-20,106.07,106.07,106.07,106.07
1999-09-21,106.1,106.1,106.1,106.1
1999-09-22,106.15,106.15,106.15,106.15
1999-09-23,106.18,106.18,106.18,106.18
