Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2012-11-16,107.36,107.36,107.36,107.36
2012-11-19,108.1,108.1,108.1,108.1
2012-11-20,108.4,108.4,108.4,108.4
2012-11-21,108.37,108.37,108.37,108.37
2012-11-22,108.63,108.63,108.63,108.63
2012-11-23,108.77,108.77,108.77,108.77
2012-11-26,109.0,109.0,109.0,109.0
2012-11-27,109.13,109.13,109.13,109.13
2012-11-28,108.98,108.98,108.98,108.98
2012-11-29,109.61,109.61,109.61,109.61
2012-11-30,109.57,109.57,109.57,109.57
2012-12-03,109.69,109.69,109.69,109.69
2012-12-04,109.92,109.92,109.92,109.92
2012-12-05,110.12,110.12,110.12,110.12
2012-12-06,110.26,110.26,110.26,110.26
2012-12-07,110.51,110.51,110.51,110.51
2012-12-10,110.75,110.75,110.75,110.75
2012-12-11,111.1,111.1,111.1,111.1
2012-12-12,111.01,111.01,111.01,111.01
2012-12-13,111.34,111.34,111.34,111.34
2012-12-14,111.39,111.39,111.39,111.39
2012-12-17,111.33,111.33,111.33,111.33
2012-12-18,111.84,111.84,111.84,111.84
2012-12-19,112.1,112.1,112.1,112.1
2012-12-20,112.27,112.27,112.27,112.27
2012-12-21,111.8,111.8,111.8,111.8
2012-12-27,112.33,112.33,112.33,112.33
2012-12-28,112.56,112.56,112.56,112.56
2013-01-02,113.39,113.39,113.39,113.39
2013-01-03,113.08,113.08,113.08,113.08
2013-01-04,112.47,112.47,112.47,112.47
2013-01-07,112.85,112.85,112.85,112.85
2013-01-08,112.91,112.91,112.91,112.91
2013-01-09,113.26,113.26,113.26,113.26
2013-01-10,113.65,113.65,113.65,113.65
2013-01-11,113.31,113.31,113.31,113.31
2013-01-14,113.52,113.52,113.52,113.52
2013-01-15,113.46,113.46,113.46,113.46
2013-01-16,113.34,113.34,113.34,113.34
2013-01-17,113.75,113.75,113.75,113.75
2013-01-18,113.42,113.42,113.42,113.42
2013-01-21,113.37,113.37,113.37,113.37
2013-01-22,113.24,113.24,113.24,113.24
2013-01-23,113.19,113.19,113.19,113.19
2013-01-24,113.46,113.46,113.46,113.46
2013-01-25,113.39,113.39,113.39,113.39
2013-01-28,112.88,112.88,112.88,112.88
2013-01-29,112.63,112.63,112.63,112.63
2013-01-30,113.31,113.31,113.31,113.31
2013-01-31,113.6,113.6,113.6,113.6
2013-02-01,114.24,114.24,114.24,114.24
2013-02-04,113.9,113.9,113.9,113.9
2013-02-05,114.1,114.1,114.1,114.1
2013-02-06,113.83,113.83,113.83,113.83
2013-02-07,113.67,113.67,113.67,113.67
2013-02-08,113.85,113.85,113.85,113.85
2013-02-11,113.78,113.78,113.78,113.78
2013-02-12,113.92,113.92,113.92,113.92
2013-02-13,114.24,114.24,114.24,114.24
2013-02-14,114.02,114.02,114.02,114.02
2013-02-15,114.06,114.06,114.06,114.06
2013-02-18,114.03,114.03,114.03,114.03
2013-02-19,114.13,114.13,114.13,114.13
2013-02-20,114.27,114.27,114.27,114.27
2013-02-21,113.64,113.64,113.64,113.64
2013-02-22,113.5,113.5,113.5,113.5
2013-02-25,113.78,113.78,113.78,113.78
2013-02-26,113.13,113.13,113.13,113.13
2013-02-27,113.26,113.26,113.26,113.26
2013-02-28,113.36,113.36,113.36,113.36
2013-03-01,113.11,113.11,113.11,113.11
2013-03-04,113.06,113.06,113.06,113.06
2013-03-05,113.37,113.37,113.37,113.37
2013-03-06,113.39,113.39,113.39,113.39
2013-03-07,113.39,113.39,113.39,113.39
2013-03-08,113.35,113.35,113.35,113.35
2013-03-11,113.33,113.33,113.33,113.33
2013-03-12,100.49,100.49,100.49,100.49
2013-03-13,113.22,113.22,113.22,113.22
2013-03-14,113.11,113.11,113.11,113.11
2013-03-15,113.28,113.28,113.28,113.28
2013-03-18,112.95,112.95,112.95,112.95
2013-03-19,112.62,112.62,112.62,112.62
2013-03-20,112.79,112.79,112.79,112.79
2013-03-21,112.54,112.54,112.54,112.54
2013-03-22,112.57,112.57,112.57,112.57
2013-03-25,112.52,112.52,112.52,112.52
2013-03-26,112.68,112.68,112.68,112.68
2013-03-27,112.35,112.35,112.35,112.35
2013-03-28,112.8,112.8,112.8,112.8
2013-04-02,112.87,112.87,112.87,112.87
2013-04-03,112.78,112.78,112.78,112.78
2013-04-04,112.95,112.95,112.95,112.95
2013-04-05,114.04,114.04,114.04,114.04
2013-04-08,114.97,114.97,114.97,114.97
2013-04-09,115.44,115.44,115.44,115.44
2013-04-10,115.86,115.86,115.86,115.86
2013-04-11,115.95,115.95,115.95,115.95
2013-04-12,115.94,115.94,115.94,115.94
2013-04-15,115.62,115.62,115.62,115.62
2013-04-17,115.38,115.38,115.38,115.38
2013-04-18,115.59,115.59,115.59,115.59
2013-04-19,115.67,115.67,115.67,115.67
2013-04-22,115.34,115.34,115.34,115.34
2013-04-23,115.44,115.44,115.44,115.44
2013-04-24,115.47,115.47,115.47,115.47
2013-04-25,116.03,116.03,116.03,116.03
2013-04-26,115.91,115.91,115.91,115.91
2013-04-29,116.6,116.6,116.6,116.6
2013-04-30,116.66,116.66,116.66,116.66
2013-05-02,116.74,116.74,116.74,116.74
2013-05-06,116.82,116.82,116.82,116.82
2013-05-07,117.03,117.03,117.03,117.03
2013-05-08,117.63,117.63,117.63,117.63
2013-05-09,117.73,117.73,117.73,117.73
2013-05-10,116.68,116.68,116.68,116.68
2013-05-13,116.36,116.36,116.36,116.36
2013-05-14,116.31,116.31,116.31,116.31
2013-05-15,115.45,115.45,115.45,115.45
2013-05-16,115.58,115.58,115.58,115.58
2013-05-17,115.02,115.02,115.02,115.02
2013-05-20,114.72,114.72,114.72,114.72
2013-05-21,114.27,114.27,114.27,114.27
2013-05-22,114.22,114.22,114.22,114.22
2013-05-23,113.42,113.42,113.42,113.42
2013-05-24,113.4,113.4,113.4,113.4
2013-05-27,113.39,113.39,113.39,113.39
2013-05-28,112.51,112.51,112.51,112.51
2013-05-29,111.52,111.52,111.52,111.52
2013-05-31,109.43,109.43,109.43,109.43
2013-06-03,109.59,109.59,109.59,109.59
2013-06-04,110.34,110.34,110.34,110.34
2013-06-05,109.19,109.19,109.19,109.19
2013-06-06,108.54,108.54,108.54,108.54
2013-06-07,108.67,108.67,108.67,108.67
2013-06-10,106.67,106.67,106.67,106.67
2013-06-11,106.14,106.14,106.14,106.14
2013-06-12,106.9,106.9,106.9,106.9
2013-06-13,107.52,107.52,107.52,107.52
2013-06-14,108.9,108.9,108.9,108.9
2013-06-17,108.67,108.67,108.67,108.67
2013-06-18,107.15,107.15,107.15,107.15
2013-06-19,107.09,107.09,107.09,107.09
2013-06-20,102.64,102.64,102.64,102.64
2013-06-21,102.17,102.17,102.17,102.17
2013-06-24,101.25,101.25,101.25,101.25
2013-06-25,101.95,101.95,101.95,101.95
2013-06-26,102.18,102.18,102.18,102.18
2013-06-27,103.47,103.47,103.47,103.47
2013-06-28,103.77,103.77,103.77,103.77
2013-07-01,103.87,103.87,103.87,103.87
2013-07-02,103.93,103.93,103.93,103.93
2013-07-03,103.14,103.14,103.14,103.14
2013-07-04,103.54,103.54,103.54,103.54
2013-07-05,102.28,102.28,102.28,102.28
2013-07-08,102.0,102.0,102.0,102.0
2013-07-09,102.68,102.68,102.68,102.68
2013-07-10,102.59,102.59,102.59,102.59
2013-07-11,103.37,103.37,103.37,103.37
2013-07-12,103.37,103.37,103.37,103.37
2013-07-15,103.75,103.75,103.75,103.75
2013-07-16,104.7,104.7,104.7,104.7
2013-07-17,104.99,104.99,104.99,104.99
2013-07-18,105.2,105.2,105.2,105.2
2013-07-19,105.26,105.26,105.26,105.26
2013-07-22,105.92,105.92,105.92,105.92
2013-07-23,105.86,105.86,105.86,105.86
2013-07-24,105.36,105.36,105.36,105.36
2013-07-25,104.31,104.31,104.31,104.31
2013-07-26,104.01,104.01,104.01,104.01
2013-07-29,103.62,103.62,103.62,103.62
2013-07-30,103.31,103.31,103.31,103.31
2013-07-31,103.06,103.06,103.06,103.06
2013-08-01,102.9,102.9,102.9,102.9
2013-08-02,103.59,103.59,103.59,103.59
2013-08-05,103.91,103.91,103.91,103.91
2013-08-06,103.82,103.82,103.82,103.82
2013-08-07,103.74,103.74,103.74,103.74
2013-08-08,104.32,104.32,104.32,104.32
2013-08-09,104.64,104.64,104.64,104.64
2013-08-12,104.46,104.46,104.46,104.46
2013-08-13,103.25,103.25,103.25,103.25
2013-08-14,102.91,102.91,102.91,102.91
2013-08-16,102.23,102.23,102.23,102.23
2013-08-19,100.97,100.97,100.97,100.97
2013-08-20,100.69,100.69,100.69,100.69
2013-08-21,100.1,100.1,100.1,100.1
2013-08-22,99.32,99.32,99.32,99.32
2013-08-23,100.05,100.05,100.05,100.05
2013-08-26,99.78,99.78,99.78,99.78
2013-08-27,98.64,98.64,98.64,98.64
2013-08-28,98.4,98.4,98.4,98.4
2013-08-29,98.52,98.52,98.52,98.52
2013-08-30,98.8,98.8,98.8,98.8
2013-09-02,98.97,98.97,98.97,98.97
2013-09-03,97.86,97.86,97.86,97.86
2013-09-04,98.31,98.31,98.31,98.31
2013-09-05,97.92,97.92,97.92,97.92
2013-09-06,98.74,98.74,98.74,98.74
2013-09-09,99.75,99.75,99.75,99.75
2013-09-10,100.07,100.07,100.07,100.07
2013-09-11,100.54,100.54,100.54,100.54
2013-09-12,100.88,100.88,100.88,100.88
2013-09-13,101.06,101.06,101.06,101.06
2013-09-16,102.14,102.14,102.14,102.14
2013-09-17,102.12,102.12,102.12,102.12
2013-09-18,102.38,102.38,102.38,102.38
2013-09-19,105.28,105.28,105.28,105.28
2013-09-20,104.86,104.86,104.86,104.86
2013-09-23,104.6,104.6,104.6,104.6
2013-09-24,104.4,104.4,104.4,104.4
2013-09-25,103.87,103.87,103.87,103.87
2013-09-26,103.33,103.33,103.33,103.33
2013-09-27,102.77,102.77,102.77,102.77
2013-09-30,102.6,102.6,102.6,102.6
2013-10-01,103.05,103.05,103.05,103.05
2013-10-02,103.39,103.39,103.39,103.39
2013-10-03,103.7,103.7,103.7,103.7
2013-10-04,103.99,103.99,103.99,103.99
2013-10-07,104.08,104.08,104.08,104.08
2013-10-08,104.15,104.15,104.15,104.15
2013-10-09,103.82,103.82,103.82,103.82
2013-10-10,104.3,104.3,104.3,104.3
2013-10-11,104.59,104.59,104.59,104.59
2013-10-14,104.68,104.68,104.68,104.68
2013-10-15,104.73,104.73,104.73,104.73
2013-10-16,105.28,105.28,105.28,105.28
2013-10-17,106.35,106.35,106.35,106.35
2013-10-18,106.7,106.7,106.7,106.7
2013-10-21,106.29,106.29,106.29,106.29
2013-10-22,107.06,107.06,107.06,107.06
2013-10-23,107.08,107.08,107.08,107.08
2013-10-24,107.19,107.19,107.19,107.19
2013-10-25,107.34,107.34,107.34,107.34
2013-10-28,107.26,107.26,107.26,107.26
2013-10-29,107.11,107.11,107.11,107.11
2013-10-30,107.05,107.05,107.05,107.05
2013-10-31,105.72,105.72,105.72,105.72
2013-11-04,104.47,104.47,104.47,104.47
2013-11-05,103.64,103.64,103.64,103.64
2013-11-06,103.54,103.54,103.54,103.54
2013-11-07,103.21,103.21,103.21,103.21
2013-11-08,102.32,102.32,102.32,102.32
2013-11-12,101.48,101.48,101.48,101.48
2013-11-13,101.54,101.54,101.54,101.54
2013-11-14,102.12,102.12,102.12,102.12
2013-11-15,102.59,102.59,102.59,102.59
2013-11-18,103.29,103.29,103.29,103.29
2013-11-19,103.23,103.23,103.23,103.23
2013-11-20,102.79,102.79,102.79,102.79
2013-11-21,102.04,102.04,102.04,102.04
2013-11-22,102.3,102.3,102.3,102.3
2013-11-25,102.11,102.11,102.11,102.11
2013-11-26,101.92,101.92,101.92,101.92
2013-11-27,101.5,101.5,101.5,101.5
2013-11-28,101.33,101.33,101.33,101.33
2013-11-29,101.36,101.36,101.36,101.36
2013-12-02,100.7,100.7,100.7,100.7
2013-12-03,100.49,100.49,100.49,100.49
2013-12-04,100.27,100.27,100.27,100.27
2013-12-05,100.76,100.76,100.76,100.76
2013-12-06,101.25,101.25,101.25,101.25
2013-12-09,101.73,101.73,101.73,101.73
2013-12-10,102.09,102.09,102.09,102.09
2013-12-11,101.72,101.72,101.72,101.72
2013-12-12,101.41,101.41,101.41,101.41
2013-12-13,101.69,101.69,101.69,101.69
2013-12-16,102.06,102.06,102.06,102.06
2013-12-17,101.85,101.85,101.85,101.85
2013-12-18,101.74,101.74,101.74,101.74
2013-12-19,101.28,101.28,101.28,101.28
2013-12-20,101.08,101.08,101.08,101.08
2013-12-23,101.36,101.36,101.36,101.36
2013-12-27,100.95,100.95,100.95,100.95
2013-12-30,101.01,101.01,101.01,101.01
2014-01-02,100.18,100.18,100.18,100.18
2014-01-03,100.11,100.11,100.11,100.11
2014-01-07,100.22,100.22,100.22,100.22
2014-01-08,100.01,100.01,100.01,100.01
2014-01-09,99.71,99.71,99.71,99.71
2014-01-10,100.59,100.59,100.59,100.59
2014-01-13,100.85,100.85,100.85,100.85
2014-01-14,100.75,100.75,100.75,100.75
2014-01-15,100.01,100.01,100.01,100.01
2014-01-16,99.96,99.96,99.96,99.96
2014-01-17,100.13,100.13,100.13,100.13
2014-01-20,99.93,99.93,99.93,99.93
2014-01-21,99.43,99.43,99.43,99.43
2014-01-22,99.35,99.35,99.35,99.35
2014-01-23,98.81,98.81,98.81,98.81
2014-01-24,97.66,97.66,97.66,97.66
2014-01-27,97.3,97.3,97.3,97.3
2014-01-28,97.68,97.68,97.68,97.68
2014-01-29,97.11,97.11,97.11,97.11
2014-01-30,96.86,96.86,96.86,96.86
2014-01-31,96.26,96.26,96.26,96.26
2014-02-03,96.26,96.26,96.26,96.26
2014-02-04,96.85,96.85,96.85,96.85
2014-02-05,97.39,97.39,97.39,97.39
2014-02-06,98.28,98.28,98.28,98.28
2014-02-07,98.08,98.08,98.08,98.08
2014-02-10,97.9,97.9,97.9,97.9
2014-02-11,98.19,98.19,98.19,98.19
2014-02-12,98.44,98.44,98.44,98.44
2014-02-13,98.38,98.38,98.38,98.38
2014-02-14,99.11,99.11,99.11,99.11
2014-02-17,99.61,99.61,99.61,99.61
2014-02-18,99.27,99.27,99.27,99.27
