Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2022-01-18,100.06,100.06,100.06,100.06
2022-01-19,100.54,100.54,100.54,100.54
2022-01-20,99.86,99.86,99.86,99.86
2022-01-21,97.31,97.31,97.31,97.31
2022-01-24,95.96,95.96,95.96,95.96
2022-01-25,97.74,97.74,97.74,97.74
2022-01-26,98.91,98.91,98.91,98.91
2022-01-27,99.24,99.24,99.24,99.24
2022-01-28,98.07,98.07,98.07,98.07
2022-01-31,98.37,98.37,98.37,98.37
2022-02-01,101.14,101.14,101.14,101.14
2022-02-02,101.71,101.71,101.71,101.71
2022-02-03,101.28,101.28,101.28,101.28
2022-02-04,102.87,102.87,102.87,102.87
2022-02-07,103.72,103.72,103.72,103.72
2022-02-08,103.4,103.4,103.4,103.4
2022-02-09,104.4,104.4,104.4,104.4
2022-02-10,104.3,104.3,104.3,104.3
2022-02-11,105.87,105.87,105.87,105.87
2022-02-14,104.3,104.3,104.3,104.3
2022-02-15,103.55,103.55,103.55,103.55
2022-02-16,104.62,104.62,104.62,104.62
2022-02-17,104.57,104.57,104.57,104.57
2022-02-18,104.1,104.1,104.1,104.1
2022-02-21,104.01,104.01,104.01,104.01
2022-02-22,103.1,103.1,103.1,103.1
2022-02-23,103.5,103.5,103.5,103.5
2022-02-24,102.02,102.02,102.02,102.02
2022-02-25,104.56,104.56,104.56,104.56
2022-02-28,106.15,106.15,106.15,106.15
2022-03-01,107.58,107.58,107.58,107.58
2022-03-02,110.04,110.04,110.04,110.04
2022-03-03,110.17,110.17,110.17,110.17
2022-03-04,110.54,110.54,110.54,110.54
2022-03-07,112.48,112.48,112.48,112.48
2022-03-08,112.22,112.22,112.22,112.22
2022-03-09,110.53,110.53,110.53,110.53
2022-03-10,112.08,112.08,112.08,112.08
2022-03-11,111.67,111.67,111.67,111.67
2022-03-14,109.06,109.06,109.06,109.06
2022-03-15,106.82,106.82,106.82,106.82
2022-03-16,107.13,107.13,107.13,107.13
2022-03-17,110.31,110.31,110.31,110.31
2022-03-18,110.36,110.36,110.36,110.36
2022-03-21,114.03,114.03,114.03,114.03
2022-03-22,114.04,114.04,114.04,114.04
2022-03-23,115.91,115.91,115.91,115.91
2022-03-24,116.31,116.31,116.31,116.31
2022-03-25,118.23,118.23,118.23,118.23
2022-03-28,116.27,116.27,116.27,116.27
2022-03-29,114.61,114.61,114.61,114.61
2022-03-30,116.8,116.8,116.8,116.8
2022-03-31,115.93,115.93,115.93,115.93
2022-04-01,117.34,117.34,117.34,117.34
2022-04-04,117.38,117.38,117.38,117.38
2022-04-05,116.83,116.83,116.83,116.83
2022-04-06,116.28,116.28,116.28,116.28
2022-04-07,116.51,116.51,116.51,116.51
2022-04-08,119.19,119.19,119.19,119.19
2022-04-11,117.23,117.23,117.23,117.23
2022-04-12,118.66,118.66,118.66,118.66
2022-04-13,120.0,120.0,120.0,120.0
2022-04-14,121.13,121.13,121.13,121.13
2022-04-19,121.27,121.27,121.27,121.27
2022-04-20,121.21,121.21,121.21,121.21
2022-04-21,118.44,118.44,118.44,118.44
2022-04-22,114.02,114.02,114.02,114.02
2022-04-25,109.89,109.89,109.89,109.89
2022-04-26,109.14,109.14,109.14,109.14
2022-04-27,110.26,110.26,110.26,110.26
2022-04-28,112.58,112.58,112.58,112.58
2022-04-29,111.85,111.85,111.85,111.85
2022-05-02,111.48,111.48,111.48,111.48
2022-05-04,115.63,115.63,115.63,115.63
2022-05-05,115.19,115.19,115.19,115.19
2022-05-06,115.59,115.59,115.59,115.59
2022-05-09,108.25,108.25,108.25,108.25
2022-05-10,108.47,108.47,108.47,108.47
2022-05-11,110.51,110.51,110.51,110.51
2022-05-12,108.41,108.41,108.41,108.41
2022-05-13,111.22,111.22,111.22,111.22
2022-05-16,113.29,113.29,113.29,113.29
2022-05-17,115.77,115.77,115.77,115.77
2022-05-18,113.9,113.9,113.9,113.9
2022-05-19,113.78,113.78,113.78,113.78
2022-05-20,114.72,114.72,114.72,114.72
2022-05-23,117.41,117.41,117.41,117.41
2022-05-24,117.53,117.53,117.53,117.53
2022-05-25,119.26,119.26,119.26,119.26
2022-05-26,119.98,119.98,119.98,119.98
2022-05-27,121.51,121.51,121.51,121.51
2022-05-30,122.26,122.26,122.26,122.26
2022-05-31,121.16,121.16,121.16,121.16
2022-06-01,121.48,121.48,121.48,121.48
2022-06-02,121.76,121.76,121.76,121.76
2022-06-03,122.9,122.9,122.9,122.9
2022-06-06,123.32,123.32,123.32,123.32
2022-06-07,125.03,125.03,125.03,125.03
2022-06-08,125.33,125.33,125.33,125.33
2022-06-09,122.98,122.98,122.98,122.98
2022-06-10,120.29,120.29,120.29,120.29
2022-06-13,114.89,114.89,114.89,114.89
2022-06-14,114.23,114.23,114.23,114.23
2022-06-15,113.05,113.05,113.05,113.05
2022-06-17,104.4,104.4,104.4,104.4
2022-06-20,104.58,104.58,104.58,104.58
2022-06-21,107.9,107.9,107.9,107.9
2022-06-22,103.73,103.73,103.73,103.73
2022-06-23,100.27,100.27,100.27,100.27
2022-06-24,102.33,102.33,102.33,102.33
2022-06-27,104.79,104.79,104.79,104.79
2022-06-28,107.02,107.02,107.02,107.02
2022-06-29,104.62,104.62,104.62,104.62
2022-06-30,101.9,101.9,101.9,101.9
2022-07-01,101.56,101.56,101.56,101.56
2022-07-04,102.97,102.97,102.97,102.97
2022-07-05,98.14,98.14,98.14,98.14
2022-07-06,95.83,95.83,95.83,95.83
2022-07-07,99.08,99.08,99.08,99.08
2022-07-08,98.89,98.89,98.89,98.89
2022-07-11,97.88,97.88,97.88,97.88
2022-07-12,95.77,95.77,95.77,95.77
2022-07-13,95.84,95.84,95.84,95.84
