Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-06-19,50.05,50.05,50.05,50.05
2020-06-22,50.07,50.07,50.07,50.07
2020-06-23,50.13,50.13,50.13,50.13
2020-06-24,50.11,50.11,50.11,50.11
2020-06-25,49.95,49.95,49.95,49.95
2020-06-26,50.23,50.23,50.23,50.23
2020-06-29,50.05,50.05,50.05,50.05
2020-06-30,50.12,50.12,50.12,50.12
2020-07-01,50.39,50.39,50.39,50.39
2020-07-02,50.76,50.76,50.76,50.76
2020-07-03,50.71,50.71,50.71,50.71
2020-07-06,50.96,50.96,50.96,50.96
2020-07-07,50.93,50.93,50.93,50.93
2020-07-08,50.69,50.69,50.69,50.69
2020-07-09,50.61,50.61,50.61,50.61
2020-07-10,50.64,50.64,50.64,50.64
2020-07-13,50.88,50.88,50.88,50.88
2020-07-14,50.75,50.75,50.75,50.75
2020-07-15,50.87,50.87,50.87,50.87
2020-07-16,50.89,50.89,50.89,50.89
2020-07-17,50.91,50.91,50.91,50.91
2020-07-20,51.04,51.04,51.04,51.04
2020-07-21,51.44,51.44,51.44,51.44
2020-07-22,51.58,51.58,51.58,51.58
2020-07-23,51.62,51.62,51.62,51.62
2020-07-24,51.42,51.42,51.42,51.42
2020-07-27,51.6,51.6,51.6,51.6
2020-07-28,51.48,51.48,51.48,51.48
2020-07-29,51.42,51.42,51.42,51.42
2020-07-30,51.11,51.11,51.11,51.11
2020-07-31,51.04,51.04,51.04,51.04
2020-08-03,51.06,51.06,51.06,51.06
2020-08-04,50.93,50.93,50.93,50.93
2020-08-05,51.01,51.01,51.01,51.01
2020-08-06,50.89,50.89,50.89,50.89
2020-08-07,50.98,50.98,50.98,50.98
2020-08-10,51.03,51.03,51.03,51.03
2020-08-11,51.25,51.25,51.25,51.25
2020-08-12,51.34,51.34,51.34,51.34
2020-08-13,51.16,51.16,51.16,51.16
2020-08-14,51.1,51.1,51.1,51.1
2020-08-17,50.92,50.92,50.92,50.92
2020-08-18,50.78,50.78,50.78,50.78
2020-08-19,50.95,50.95,50.95,50.95
2020-08-20,50.87,50.87,50.87,50.87
2020-08-21,50.95,50.95,50.95,50.95
2020-08-24,51.05,51.05,51.05,51.05
2020-08-25,51.05,51.05,51.05,51.05
2020-08-26,51.02,51.02,51.02,51.02
2020-08-27,50.98,50.98,50.98,50.98
2020-08-28,50.99,50.99,50.99,50.99
2020-08-31,51.23,51.23,51.23,51.23
2020-09-01,51.4,51.4,51.4,51.4
2020-09-02,51.75,51.75,51.75,51.75
2020-09-03,51.89,51.89,51.89,51.89
