config,oos_start,oos_end,n_realloc,cagr,vol,sharpe,maxdd,calmar,sortino,w_eq_mean,w_bd_mean,w_mmf_mean,wig_oos_cagr,tbsp_oos_cagr
6+1,2011-01-04,2026-03-19,56,0.06493255316026647,0.08590298954102081,0.755882344807797,-0.19531711241791394,0.3324468212561545,0.739343726606634,0.3266666666666667,0.5533333333333333,0.11999999999999998,0.10657766649123568,0.04407266774323371
7+1,2011-01-04,2026-03-19,65,0.06159181727425156,0.0843052542313766,0.7305810039456404,-0.17936554974746433,0.34338710728436456,0.7088919117257816,0.3266666666666667,0.44,0.23333333333333334,0.10342221998389567,0.04374334081429243
7+2,2011-01-04,2026-03-19,48,0.07073674037125488,0.0857972073276946,0.8244643686487646,-0.17936554974746444,0.39437194305622136,0.8084455505298398,0.32857142857142857,0.6714285714285715,0.0,0.0848652037815878,0.04260839819567641
8+1,2011-01-04,2026-03-19,48,0.05736295240706646,0.09886068856421423,0.5802402677967065,-0.179365549747464,0.31981031189004844,0.5597373991111665,0.5133333333333333,0.44666666666666666,0.04,0.1097898481382944,0.041868481384979006
8+2,2011-01-04,2026-03-19,50,0.05838194180145195,0.09877400723631562,0.5910658424718344,-0.17957773314611858,0.3251067979232582,0.5691514973262054,0.4428571428571429,0.4714285714285714,0.08571428571428572,0.09779692454803879,0.042048032005949754
9+1,2011-01-04,2026-03-19,50,0.05248277913106003,0.08819079752296646,0.5951049384420475,-0.2429870327625484,0.2159900408444726,0.5537032510688688,0.58,0.24666666666666662,0.17333333333333334,0.10382998484351602,0.0442386138035018
9+2,2011-01-04,2026-03-19,45,0.07458973127800861,0.10943728001448567,0.6815751567302799,-0.2669552980616181,0.27940906893255196,0.6289650210886713,0.6714285714285715,0.15714285714285717,0.17142857142857143,0.100109710920113,0.04430953416033612
