Data,Zamkniecie,Najwyzszy,Najnizszy
1999-09-09,453.42052796581993,453.42052796581993,453.42052796581993
1999-09-10,453.98754050428727,453.98754050428727,453.98754050428727
1999-09-13,454.579724931943,454.579724931943,454.579724931943
1999-09-14,454.5088966335521,454.5088966335521,454.5088966335521
1999-09-15,453.8854074330376,453.8854074330376,453.8854074330376
1999-09-16,452.174158420276,452.174158420276,452.174158420276
1999-09-17,452.34046193888975,452.34046193888975,452.34046193888975
1999-09-20,451.7666578409346,451.7666578409346,451.7666578409346
1999-09-21,451.63537907615057,451.63537907615057,451.63537907615057
1999-09-22,450.9852712525689,450.9852712525689,450.9852712525689
1999-09-23,451.2202078420674,451.2202078420674,451.2202078420674
1999-09-24,451.5648824336152,451.5648824336152,451.5648824336152
1999-09-27,450.9316598532222,450.9316598532222,450.9316598532222
1999-09-28,451.8020100316986,451.8020100316986,451.8020100316986
1999-09-29,451.4112992574546,451.4112992574546,451.4112992574546
1999-09-30,449.840899581309,449.840899581309,449.840899581309
1999-10-01,446.34944998665935,446.34944998665935,446.34944998665935
1999-10-04,446.8560024972538,446.8560024972538,446.8560024972538
1999-10-05,447.1773591952424,447.1773591952424,447.1773591952424
1999-10-06,448.0074627962036,448.0074627962036,448.0074627962036
1999-10-07,448.2027789167208,448.2027789167208,448.2027789167208
1999-10-08,448.2722737596138,448.2722737596138,448.2722737596138
1999-10-11,447.7160508139132,447.7160508139132,447.7160508139132
1999-10-12,447.47776439598215,447.47776439598215,447.47776439598215
1999-10-13,448.0425291978233,448.0425291978233,448.0425291978233
1999-10-14,447.5598881342847,447.5598881342847,447.5598881342847
1999-10-15,448.1876163304648,448.1876163304648,448.1876163304648
1999-10-18,447.74258329706174,447.74258329706174,447.74258329706174
1999-10-19,445.2675980116343,445.2675980116343,445.2675980116343
1999-10-20,444.3134295704872,444.3134295704872,444.3134295704872
1999-10-21,444.80285487855474,444.80285487855474,444.80285487855474
1999-10-22,444.3460605070816,444.3460605070816,444.3460605070816
1999-10-25,445.8832650082112,445.8832650082112,445.8832650082112
1999-10-26,445.5351606502402,445.5351606502402,445.5351606502402
1999-10-27,445.29302959332006,445.29302959332006,445.29302959332006
1999-10-28,445.6204890624094,445.6204890624094,445.6204890624094
1999-10-29,444.791376257024,444.791376257024,444.791376257024
1999-11-01,445.3268235554534,445.3268235554534,445.3268235554534
1999-11-02,445.56578506017314,445.56578506017314,445.56578506017314
1999-11-03,443.92587040045487,443.92587040045487,443.92587040045487
1999-11-04,444.4863390446249,444.4863390446249,444.4863390446249
1999-11-05,442.5589329763805,442.5589329763805,442.5589329763805
1999-11-08,441.484129788283,441.484129788283,441.484129788283
1999-11-09,444.6018517513986,444.6018517513986,444.6018517513986
1999-11-10,444.7286711511802,444.7286711511802,444.7286711511802
1999-11-11,443.62693444678285,443.62693444678285,443.62693444678285
1999-11-12,443.873521604391,443.873521604391,443.873521604391
1999-11-15,444.5383333703705,444.5383333703705,444.5383333703705
1999-11-16,443.2687105459522,443.2687105459522,443.2687105459522
1999-11-17,446.4377486608535,446.4377486608535,446.4377486608535
1999-11-18,447.39542001082265,447.39542001082265,447.39542001082265
1999-11-19,449.0082054762214,449.0082054762214,449.0082054762214
1999-11-22,451.4694028339018,451.4694028339018,451.4694028339018
1999-11-23,456.816908632777,456.816908632777,456.816908632777
1999-11-24,456.274155509338,456.274155509338,456.274155509338
1999-11-25,456.2631794867591,456.2631794867591,456.2631794867591
1999-11-26,457.5087329545356,457.5087329545356,457.5087329545356
1999-11-29,457.76081941124073,457.76081941124073,457.76081941124073
1999-11-30,455.35326484075927,455.35326484075927,455.35326484075927
1999-12-01,458.2993350771507,458.2993350771507,458.2993350771507
1999-12-02,458.0502004969487,458.0502004969487,458.0502004969487
1999-12-03,456.57224013668025,456.57224013668025,456.57224013668025
1999-12-06,458.3450028930085,458.3450028930085,458.3450028930085
1999-12-07,458.5759185140178,458.5759185140178,458.5759185140178
1999-12-08,457.155660610284,457.155660610284,457.155660610284
1999-12-09,457.39574697766335,457.39574697766335,457.39574697766335
1999-12-10,458.1911353727903,458.1911353727903,458.1911353727903
1999-12-13,459.4911070216576,459.4911070216576,459.4911070216576
1999-12-14,459.370870018874,459.370870018874,459.370870018874
1999-12-15,461.4171231043704,461.4171231043704,461.4171231043704
1999-12-16,461.1462904460552,461.1462904460552,461.1462904460552
1999-12-17,461.90112241788825,461.90112241788825,461.90112241788825
1999-12-20,463.38401195540337,463.38401195540337,463.38401195540337
1999-12-21,464.1596788150551,464.1596788150551,464.1596788150551
1999-12-22,464.5854289482796,464.5854289482796,464.5854289482796
1999-12-23,463.8937548598131,463.8937548598131,463.8937548598131
1999-12-24,464.8641720525077,464.8641720525077,464.8641720525077
1999-12-27,465.5807554899136,465.5807554899136,465.5807554899136
1999-12-28,465.6361893692029,465.6361893692029,465.6361893692029
1999-12-29,465.5543358262809,465.5543358262809,465.5543358262809
1999-12-30,466.0993267844385,466.0993267844385,466.0993267844385
1999-12-31,468.33102793363537,468.33102793363537,468.33102793363537
2000-01-03,468.5555159934072,468.5555159934072,468.5555159934072
2000-01-04,468.33488931440576,468.33488931440576,468.33488931440576
2000-01-05,468.3021678601268,468.3021678601268,468.3021678601268
2000-01-06,464.8903862511062,464.8903862511062,464.8903862511062
2000-01-07,463.4947029663712,463.4947029663712,463.4947029663712
2000-01-10,466.96984986758486,466.96984986758486,466.96984986758486
2000-01-11,468.01508794340623,468.01508794340623,468.01508794340623
2000-01-12,466.9396785328868,466.9396785328868,466.9396785328868
2000-01-13,469.3185662059312,469.3185662059312,469.3185662059312
2000-01-14,467.1940900709172,467.1940900709172,467.1940900709172
2000-01-17,467.05627163904137,467.05627163904137,467.05627163904137
2000-01-18,466.665971860867,466.665971860867,466.665971860867
2000-01-19,466.9722458754546,466.9722458754546,466.9722458754546
2000-01-20,463.580367264475,463.580367264475,463.580367264475
2000-01-21,464.0218551998812,464.0218551998812,464.0218551998812
2000-01-24,464.35197260234577,464.35197260234577,464.35197260234577
2000-01-25,464.15340741126863,464.15340741126863,464.15340741126863
2000-01-26,462.72626931413936,462.72626931413936,462.72626931413936
2000-01-27,462.59921392408654,462.59921392408654,462.59921392408654
2000-01-28,462.85798303669,462.85798303669,462.85798303669
2000-01-31,462.3846441093817,462.3846441093817,462.3846441093817
2000-02-01,462.0151574208396,462.0151574208396,462.0151574208396
2000-02-02,460.9530341505956,460.9530341505956,460.9530341505956
2000-02-03,459.97589393165504,459.97589393165504,459.97589393165504
2000-02-04,460.5741410572359,460.5741410572359,460.5741410572359
2000-02-07,460.6868533758083,460.6868533758083,460.6868533758083
2000-02-08,460.0386436220468,460.0386436220468,460.0386436220468
2000-02-09,459.3325798051495,459.3325798051495,459.3325798051495
2000-02-10,459.7472803389342,459.7472803389342,459.7472803389342
2000-02-11,458.5584549688948,458.5584549688948,458.5584549688948
2000-02-14,458.66012730927474,458.66012730927474,458.66012730927474
2000-02-15,458.6983118423739,458.6983118423739,458.6983118423739
2000-02-16,459.9472856738511,459.9472856738511,459.9472856738511
2000-02-17,462.1593830231216,462.1593830231216,462.1593830231216
2000-02-18,464.28376096222,464.28376096222,464.28376096222
2000-02-21,464.5209428350727,464.5209428350727,464.5209428350727
2000-02-22,464.995352420241,464.995352420241,464.995352420241
2000-02-23,463.2309726010001,463.2309726010001,463.2309726010001
2000-02-24,462.6949308447295,462.6949308447295,462.6949308447295
2000-02-25,463.10806575688895,463.10806575688895,463.10806575688895
2000-02-28,462.3280377923117,462.3280377923117,462.3280377923117
2000-02-29,460.1712655646584,460.1712655646584,460.1712655646584
2000-03-01,459.2680739407833,459.2680739407833,459.2680739407833
2000-03-02,459.5329714955965,459.5329714955965,459.5329714955965
2000-03-03,460.8715220479351,460.8715220479351,460.8715220479351
2000-03-06,461.1890232236331,461.1890232236331,461.1890232236331
2000-03-07,461.2206862117727,461.2206862117727,461.2206862117727
2000-03-08,461.0866449103552,461.0866449103552,461.0866449103552
2000-03-09,461.7425091637591,461.7425091637591,461.7425091637591
2000-03-10,462.63989236384026,462.63989236384026,462.63989236384026
2000-03-13,463.7655943036484,463.7655943036484,463.7655943036484
2000-03-14,464.1163449627697,464.1163449627697,464.1163449627697
2000-03-15,464.8023104206686,464.8023104206686,464.8023104206686
2000-03-16,465.90394008342497,465.90394008342497,465.90394008342497
2000-03-17,468.9191963581211,468.9191963581211,468.9191963581211
2000-03-20,469.27232166541575,469.27232166541575,469.27232166541575
2000-03-21,469.7539807370776,469.7539807370776,469.7539807370776
2000-03-22,470.4354531121929,470.4354531121929,470.4354531121929
2000-03-23,471.9560148981109,471.9560148981109,471.9560148981109
2000-03-24,471.775735861435,471.775735861435,471.775735861435
2000-03-27,471.9726262702948,471.9726262702948,471.9726262702948
2000-03-28,471.8609771741803,471.8609771741803,471.8609771741803
2000-03-29,471.1572315345186,471.1572315345186,471.1572315345186
2000-03-30,471.13644053448064,471.13644053448064,471.13644053448064
2000-03-31,469.6597540583565,469.6597540583565,469.6597540583565
2000-04-03,469.6789808232507,469.6789808232507,469.6789808232507
2000-04-04,469.7833236142524,469.7833236142524,469.7833236142524
2000-04-05,468.4825288387648,468.4825288387648,468.4825288387648
2000-04-06,468.8563626266164,468.8563626266164,468.8563626266164
2000-04-07,470.3483946079436,470.3483946079436,470.3483946079436
2000-04-10,471.1800100394638,471.1800100394638,471.1800100394638
2000-04-11,471.46774961588005,471.46774961588005,471.46774961588005
2000-04-12,471.5444826407469,471.5444826407469,471.5444826407469
2000-04-13,474.8708955988105,474.8708955988105,474.8708955988105
2000-04-14,474.32642408458383,474.32642408458383,474.32642408458383
2000-04-17,473.83295605266505,473.83295605266505,473.83295605266505
2000-04-18,474.21945960577887,474.21945960577887,474.21945960577887
2000-04-19,471.3110800618012,471.3110800618012,471.3110800618012
2000-04-20,471.5188837611604,471.5188837611604,471.5188837611604
2000-04-21,469.43418759056334,469.43418759056334,469.43418759056334
2000-04-24,471.11393357034746,471.11393357034746,471.11393357034746
2000-04-25,471.37882824486246,471.37882824486246,471.37882824486246
2000-04-26,467.8045481856849,467.8045481856849,467.8045481856849
2000-04-27,468.5977302125695,468.5977302125695,468.5977302125695
2000-04-28,470.2591912325719,470.2591912325719,470.2591912325719
2000-05-01,468.0035594858783,468.0035594858783,468.0035594858783
2000-05-02,468.27431877870384,468.27431877870384,468.27431877870384
2000-05-03,466.74583935934095,466.74583935934095,466.74583935934095
2000-05-04,467.0193150660638,467.0193150660638,467.0193150660638
2000-05-05,465.98059712727473,465.98059712727473,465.98059712727473
2000-05-08,464.4104818555655,464.4104818555655,464.4104818555655
2000-05-09,464.9584817649512,464.9584817649512,464.9584817649512
2000-05-10,466.5704984151833,466.5704984151833,466.5704984151833
2000-05-11,468.2209918326619,468.2209918326619,468.2209918326619
2000-05-12,467.688889229139,467.688889229139,467.688889229139
2000-05-15,467.7462111398051,467.7462111398051,467.7462111398051
2000-05-16,464.8705384316857,464.8705384316857,464.8705384316857
2000-05-17,468.7603994607933,468.7603994607933,468.7603994607933
2000-05-18,468.6928405497849,468.6928405497849,468.6928405497849
2000-05-19,464.5184433960771,464.5184433960771,464.5184433960771
2000-05-22,463.0441932225282,463.0441932225282,463.0441932225282
2000-05-23,462.7086945828309,462.7086945828309,462.7086945828309
2000-05-24,460.3187338142961,460.3187338142961,460.3187338142961
2000-05-25,461.991585298609,461.991585298609,461.991585298609
2000-05-26,464.3424248628989,464.3424248628989,464.3424248628989
2000-05-29,463.3572585845995,463.3572585845995,463.3572585845995
2000-05-30,461.9199619307081,461.9199619307081,461.9199619307081
2000-05-31,464.4366137562105,464.4366137562105,464.4366137562105
2000-06-01,465.52335708833726,465.52335708833726,465.52335708833726
2000-06-02,466.9665059584895,466.9665059584895,466.9665059584895
2000-06-05,467.4921131916617,467.4921131916617,467.4921131916617
2000-06-06,468.97104638911696,468.97104638911696,468.97104638911696
2000-06-07,467.3409880891594,467.3409880891594,467.3409880891594
2000-06-08,467.0487373490421,467.0487373490421,467.0487373490421
2000-06-09,466.1083619766573,466.1083619766573,466.1083619766573
2000-06-12,465.4095436127492,465.4095436127492,465.4095436127492
2000-06-13,467.9812002324617,467.9812002324617,467.9812002324617
2000-06-14,468.0201294761436,468.0201294761436,468.0201294761436
2000-06-15,467.8584804897464,467.8584804897464,467.8584804897464
2000-06-16,468.60246504399794,468.60246504399794,468.60246504399794
2000-06-19,465.3211850262368,465.3211850262368,465.3211850262368
2000-06-20,464.56469676554434,464.56469676554434,464.56469676554434
2000-06-21,466.199315513684,466.199315513684,466.199315513684
2000-06-22,466.5338906397735,466.5338906397735,466.5338906397735
2000-06-23,466.8274340925953,466.8274340925953,466.8274340925953
2000-06-26,466.8177070520523,466.8177070520523,466.8177070520523
2000-06-27,466.8529936558789,466.8529936558789,466.8529936558789
2000-06-28,467.831050040986,467.831050040986,467.831050040986
2000-06-29,468.89308328274495,468.89308328274495,468.89308328274495
2000-06-30,469.2536795149836,469.2536795149836,469.2536795149836
2000-07-03,469.7893869780183,469.7893869780183,469.7893869780183
2000-07-04,471.3077308971304,471.3077308971304,471.3077308971304
2000-07-05,475.89856916327017,475.89856916327017,475.89856916327017
2000-07-06,477.19760304252304,477.19760304252304,477.19760304252304
2000-07-07,475.7765545510122,475.7765545510122,475.7765545510122
2000-07-10,475.11034890715865,475.11034890715865,475.11034890715865
2000-07-11,476.4051406095489,476.4051406095489,476.4051406095489
2000-07-12,477.1312418153127,477.1312418153127,477.1312418153127
2000-07-13,476.4930580914554,476.4930580914554,476.4930580914554
2000-07-14,477.1009367842546,477.1009367842546,477.1009367842546
2000-07-17,477.2425207800427,477.2425207800427,477.2425207800427
2000-07-18,475.8583853685269,475.8583853685269,475.8583853685269
2000-07-19,475.6881612599012,475.6881612599012,475.6881612599012
2000-07-20,474.1935943839381,474.1935943839381,474.1935943839381
2000-07-21,475.3278473998456,475.3278473998456,475.3278473998456
2000-07-24,478.1662062418237,478.1662062418237,478.1662062418237
2000-07-25,478.1842363304752,478.1842363304752,478.1842363304752
2000-07-26,477.2469280047325,477.2469280047325,477.2469280047325
2000-07-27,476.64177462909953,476.64177462909953,476.64177462909953
2000-07-28,477.3898589416587,477.3898589416587,477.3898589416587
2000-07-31,476.7930181125647,476.7930181125647,476.7930181125647
2000-08-01,475.75267583987977,475.75267583987977,475.75267583987977
2000-08-02,476.4732532473788,476.4732532473788,476.4732532473788
2000-08-03,478.0654839441484,478.0654839441484,478.0654839441484
2000-08-04,477.08850515210776,477.08850515210776,477.08850515210776
2000-08-07,477.50511874913127,477.50511874913127,477.50511874913127
2000-08-08,476.79213942328914,476.79213942328914,476.79213942328914
2000-08-09,477.3729829023648,477.3729829023648,477.3729829023648
2000-08-10,476.98420121743305,476.98420121743305,476.98420121743305
2000-08-11,478.2016034980461,478.2016034980461,478.2016034980461
2000-08-14,478.6031077266045,478.6031077266045,478.6031077266045
2000-08-15,478.0165438543552,478.0165438543552,478.0165438543552
2000-08-16,478.3154763952072,478.3154763952072,478.3154763952072
2000-08-17,478.48076453631,478.48076453631,478.48076453631
2000-08-18,476.1788344648379,476.1788344648379,476.1788344648379
2000-08-21,477.8416112979381,477.8416112979381,477.8416112979381
2000-08-22,478.7026067199256,478.7026067199256,478.7026067199256
2000-08-23,478.7772344720914,478.7772344720914,478.7772344720914
2000-08-24,479.4120143804168,479.4120143804168,479.4120143804168
2000-08-25,480.98772122028953,480.98772122028953,480.98772122028953
2000-08-28,481.39286543793406,481.39286543793406,481.39286543793406
2000-08-29,481.4691209241224,481.4691209241224,481.4691209241224
2000-08-30,481.21158275949017,481.21158275949017,481.21158275949017
2000-08-31,481.008160485612,481.008160485612,481.008160485612
2000-09-01,483.9186536468791,483.9186536468791,483.9186536468791
2000-09-04,485.41912600989184,485.41912600989184,485.41912600989184
2000-09-05,486.4339323753538,486.4339323753538,486.4339323753538
2000-09-06,487.05812429872816,487.05812429872816,487.05812429872816
2000-09-07,487.33673602263406,487.33673602263406,487.33673602263406
2000-09-08,487.1106726198212,487.1106726198212,487.1106726198212
2000-09-11,487.3831852556054,487.3831852556054,487.3831852556054
2000-09-12,487.1815942400042,487.1815942400042,487.1815942400042
2000-09-13,487.86429274334256,487.86429274334256,487.86429274334256
2000-09-14,487.7307167710388,487.7307167710388,487.7307167710388
2000-09-15,488.91220856218666,488.91220856218666,488.91220856218666
2000-09-18,490.0868938807976,490.0868938807976,490.0868938807976
2000-09-19,488.3220100125192,488.3220100125192,488.3220100125192
2000-09-20,489.3208659543834,489.3208659543834,489.3208659543834
2000-09-21,488.93076816795394,488.93076816795394,488.93076816795394
2000-09-22,488.366089729165,488.366089729165,488.366089729165
2000-09-25,489.2022786718957,489.2022786718957,489.2022786718957
2000-09-26,488.7707302504064,488.7707302504064,488.7707302504064
2000-09-27,487.2546979998184,487.2546979998184,487.2546979998184
