config,oos_start,oos_end,n_realloc,cagr,vol,sharpe,maxdd,calmar,sortino,w_eq_mean,w_bd_mean,w_mmf_mean,wig_oos_cagr,tbsp_oos_cagr,wig_mc_verdict,tbsp_mc_verdict,wig_bb_verdict,wig_bb_failures,tbsp_bb_verdict,tbsp_bb_failures
6+1,2008-01-04,2026-03-26,58,0.0838525254908351,0.08318849587348412,1.0079822289173357,-0.12917655725662935,0.649131137039432,0.9947846082185533,0.43333333333333335,0.44999999999999996,0.11666666666666667,0.11620247999748812,0.04438089089881325,FRAGILE,ROBUST,,,,
6+2,2008-01-04,2026-03-26,59,0.07449618561720284,0.0764248427884487,0.9747640021114001,-0.13768476724826306,0.5410633805472234,0.9491588844901329,0.2875,0.6000000000000001,0.11249999999999999,0.11343088413607583,0.04450292400909195,ROBUST,ROBUST,,,,
7+1,2008-01-04,2026-03-26,45,0.0696069347165662,0.07273275600743398,0.9570231974909862,-0.12930570353886117,0.5383129499438262,0.9500310970743903,0.3444444444444444,0.6111111111111112,0.044444444444444446,0.1021092212127297,0.04406702108062022,ROBUST,ROBUST,,,,
7+2,2008-01-04,2026-03-26,44,0.07887242989941035,0.07818996545378856,1.0087282868288916,-0.11191093982829758,0.7047785499828929,0.9983239132435645,0.3777777777777778,0.6000000000000001,0.022222222222222223,0.10518121171108685,0.04293280161574642,ROBUST,ROBUST,,,,
8+1,2008-01-04,2026-03-26,42,0.07109029044458826,0.09347868008271801,0.7604973709693101,-0.264460940481853,0.2688120609231003,0.7311900454534134,0.461111111111111,0.5277777777777778,0.011111111111111112,0.09912054539684756,0.04221026274358719,ROBUST,ROBUST,,,,
8+2,2008-01-04,2026-03-26,58,0.0727801715460914,0.10209181513788619,0.7128893873401486,-0.2833285248828734,0.25687555312751637,0.6837853927212096,0.4625,0.4875,0.05,0.0980225757765758,0.04238969321350372,ROBUST,ROBUST,,,,
9+1,2008-01-04,2026-03-26,48,0.05692087105421839,0.09299809822766618,0.6120648931429965,-0.2581370030100212,0.22050643801736808,0.5817236856188635,0.4666666666666667,0.3055555555555555,0.22777777777777775,0.08873927918518265,0.04459748289904364,ROBUST,ROBUST,,,,
9+2,2008-01-04,2026-03-26,42,0.06280179909522476,0.08926261935967494,0.7035621354799269,-0.2581370030100212,0.2432886349609735,0.6634165341870927,0.41111111111111115,0.47777777777777775,0.1111111111111111,0.08234844863563051,0.04466835302611183,ROBUST,ROBUST,,,,
